sample_id,source,ionizable_lipid,helper_lipid,cell_line,cargo,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,IL_mol_pct,Frac_sp3C,NP_ratio,size_nm,zeta_mV,PDI,pKa,MW_IL,n_amines,transfection_pct,efficacy_binary,efficacy_label
LNP_13111,Sabnis2018,DLin-MC3-DMA,DOPC,Huh7,ASO,50.38,8.91,1.26,39.45,0.5997,3.12,88.6,-12.34,0.1552,5.95,455.6,2,26.01,0,Low
LNP_13112,Miao2020,MC3,DSPC,HeLa,pDNA,46.84,21.2,1.91,30.05,0.704,9.46,113.9,-12.15,0.1509,6.78,549.6,2,39.25,0,Low
LNP_13113,Sabnis2018,OF-02,DSPE,Huh7,siRNA,46.72,11.12,2.51,39.65,0.5085,3.6,81.9,1.11,0.1258,6.55,620.6,3,59.1,1,High
LNP_13114,Jayaraman2012,MC3,DPPC,HEK293,siRNA,36.29,17.28,1.08,45.35,0.5585,3.27,95.3,-3.22,0.1005,6.19,584.6,3,63.45,1,High
LNP_13115,Whitehead2014,Lipid5,DOPE,RAW264.7,mRNA,38.82,12.78,1.55,46.85,0.3812,4.9,76.2,0.73,0.1032,6.15,735.6,1,33.05,0,Low
LNP_13116,Semple2010,C12-200,DPPC,MCF7,pDNA,36.57,16.21,1.2,46.02,0.7695,3.05,118.1,1.36,0.2857,5.81,636.4,3,51.31,0,Low
LNP_13117,Moderna2021,MC3,DOPC,RAW264.7,mRNA,38.37,16.78,3.12,41.73,0.7711,4.75,98.6,8.21,0.2228,6.88,816.5,4,62.95,1,High
LNP_13118,Li2015,ALC-0315,DOPC,Jurkat,siRNA,33.73,17.85,3.21,45.21,0.7389,5.49,121.4,6.36,0.2462,6.47,620.8,3,38.84,0,Low
LNP_13119,Kauffman2015,DLin-MC3-DMA,DOPE,MCF7,pDNA,42.33,9.78,1.28,46.61,0.4698,2.67,67.6,12.11,0.132,6.7,687.7,4,21.22,0,Low
LNP_13120,Semple2010,MC3,DOPC,HEK293,pDNA,36.94,15.83,2.23,45.0,0.7607,4.78,124.5,-15.01,0.2928,6.27,789.0,2,74.43,1,High
LNP_13121,BioNTech2021,MC3,DOPE,MCF7,ASO,47.28,11.83,2.79,38.1,0.4559,2.24,110.6,-0.79,0.1127,7.2,723.1,2,34.27,0,Low
LNP_13122,Kauffman2015,A2-Iso5-2DC18,DSPC,PC3,siRNA,34.84,18.82,0.91,45.43,0.7427,8.82,84.1,6.72,0.1547,6.74,568.7,2,46.18,0,Low
LNP_13123,Moderna2021,FTT5,DSPE,RAW264.7,mRNA,37.39,10.23,1.36,51.02,0.2526,2.19,78.1,-3.49,0.0609,7.29,751.3,2,22.4,0,Low
LNP_13124,Kauffman2015,DLin-MC3-DMA,DOPC,PC3,siRNA,50.6,13.31,1.99,34.1,0.6214,2.99,73.7,-3.57,0.1569,6.4,608.8,1,31.94,0,Low
LNP_13125,Whitehead2014,Lipid5,DSPE,Huh7,mRNA,42.94,16.77,0.85,39.43,0.7085,6.88,70.3,-3.54,0.2258,6.48,691.0,2,44.66,0,Low
LNP_13126,BioNTech2021,DOTAP,DOPC,Huh7,siRNA,44.17,16.85,1.42,37.56,0.3478,3.8,123.3,-7.85,0.0863,6.44,657.7,3,25.16,0,Low
LNP_13127,Li2015,OF-02,DSPC,HeLa,ASO,40.86,16.03,2.31,40.8,0.337,1.18,96.2,-8.11,0.1801,6.17,574.5,2,57.84,1,High
LNP_13128,Fenton2016,C12-200,DSPE,PC3,pDNA,42.53,14.31,1.24,41.91,0.7484,5.55,93.5,-0.53,0.0618,6.69,520.6,3,48.86,0,Low
LNP_13129,Kauffman2015,IM23,DOPE,A549,mRNA,37.46,13.24,2.63,46.66,0.4912,5.73,96.7,8.41,0.0805,6.3,782.5,3,74.21,1,High
LNP_13130,Sabnis2018,LP01,DOPE,A549,pDNA,44.52,13.41,0.68,41.39,0.3978,4.48,80.6,-5.5,0.1258,7.41,691.4,1,26.83,0,Low
LNP_13131,Li2015,DLin-MC3-DMA,DSPC,Huh7,pDNA,32.65,17.67,1.95,47.72,0.5786,3.89,151.6,-5.39,0.1922,5.15,574.6,1,25.15,0,Low
LNP_13132,Kulkarni2019,MC3,DPPC,HeLa,siRNA,39.4,12.13,1.24,47.23,0.2714,5.41,130.2,-19.26,0.2751,6.45,570.9,1,67.54,1,High
LNP_13133,Kulkarni2019,IM23,DPPC,PC3,mRNA,43.55,15.4,1.81,39.24,0.7392,2.68,99.3,-6.56,0.1452,5.3,769.0,1,31.91,0,Low
LNP_13134,Sabnis2018,ALC-0315,DPPC,RAW264.7,ASO,42.02,12.08,1.6,44.3,0.609,7.8,86.8,-14.12,0.1179,4.96,676.4,3,28.84,0,Low
LNP_13135,Patel2017,LP01,DPPC,HEK293,mRNA,49.64,13.69,0.79,35.88,0.4906,1.99,69.4,-4.32,0.1932,7.26,686.7,1,39.96,0,Low
LNP_13136,Fenton2016,DOTAP,DOPC,Huh7,siRNA,42.84,11.62,2.34,43.21,0.4001,5.14,110.1,-5.97,0.1672,6.62,450.8,3,51.48,1,High
LNP_13137,Sabnis2018,FTT5,DPPC,MCF7,pDNA,43.56,12.79,1.32,42.34,0.5977,3.35,92.8,-7.64,0.0895,6.87,697.5,1,54.81,1,High
LNP_13138,BioNTech2021,LP01,DSPC,Huh7,mRNA,41.34,12.96,2.01,43.69,0.6012,5.02,105.4,-10.68,0.1332,6.49,741.5,2,86.91,1,High
LNP_13139,Kulkarni2019,SM-102,DSPE,A549,mRNA,29.33,23.0,2.11,45.56,0.6231,6.7,112.5,-3.2,0.2603,7.69,475.2,3,23.37,0,Low
LNP_13140,Fenton2016,DODAP,DOPC,Huh7,mRNA,43.14,11.41,2.78,42.66,0.7697,4.71,68.6,-9.15,0.1985,6.22,642.6,1,57.56,1,High
LNP_13141,Moderna2021,MC3,DSPE,A549,pDNA,47.85,14.79,0.85,36.51,0.8222,3.96,50.0,-7.05,0.107,6.38,698.3,2,35.32,0,Low
LNP_13142,BioNTech2021,SM-102,DSPE,PC3,ASO,43.63,15.6,1.92,38.86,0.5666,2.97,197.5,-2.88,0.12,6.8,547.7,1,41.87,0,Low
LNP_13143,Miao2020,ALC-0315,DPPC,RAW264.7,mRNA,47.87,15.49,1.4,35.24,0.5142,6.64,126.1,-2.98,0.1213,6.83,850.9,1,41.84,1,High
LNP_13144,Li2015,MC3,DSPC,Jurkat,siRNA,46.86,13.35,1.34,38.45,0.5274,6.32,102.3,3.43,0.3172,7.19,786.9,1,39.81,0,Low
LNP_13145,Patel2017,A2-Iso5-2DC18,DOPE,Huh7,mRNA,50.14,12.61,0.7,36.55,0.2949,6.86,84.5,-11.95,0.1101,6.79,612.3,2,16.26,0,Low
LNP_13146,Kulkarni2019,LP01,DOPC,Huh7,mRNA,44.78,13.18,2.53,39.5,0.6939,11.89,119.7,-6.88,0.1457,7.65,642.0,1,19.73,0,Low
LNP_13147,Li2015,IM23,DOPC,PC3,pDNA,42.73,11.76,0.76,44.76,0.5858,3.2,85.1,-17.2,0.3067,7.77,512.0,2,7.24,0,Low
LNP_13148,BioNTech2021,Lipid5,DOPE,Huh7,pDNA,45.97,11.81,0.87,41.35,0.6832,7.01,83.0,-9.15,0.1292,6.39,815.4,1,65.71,1,High
LNP_13149,Kauffman2015,DODAP,DOPE,Jurkat,mRNA,49.69,13.78,1.36,35.17,0.2077,3.37,60.6,-4.82,0.2337,6.32,700.5,3,47.03,0,Low
LNP_13150,Oberli2017,Lipid5,DOPC,PC3,mRNA,34.94,15.72,1.79,47.55,0.4348,6.34,77.4,3.73,0.0967,6.27,551.6,2,67.37,1,High
LNP_13151,Moderna2021,OF-02,DOPC,RAW264.7,siRNA,36.03,10.77,1.44,51.76,0.6141,3.52,78.1,-15.34,0.0987,6.02,783.2,1,67.36,1,High
LNP_13152,Kulkarni2019,cKK-E12,DOPE,RAW264.7,mRNA,38.56,14.54,1.85,45.04,0.4917,3.05,62.0,1.98,0.254,5.8,676.5,2,58.91,1,High
LNP_13153,Patel2017,cKK-E12,DOPE,A549,mRNA,48.96,17.09,2.87,31.09,0.6443,5.71,81.0,-6.87,0.1186,6.53,721.6,3,37.29,0,Low
LNP_13154,Moderna2021,L319,DPPC,A549,siRNA,44.4,12.15,0.62,42.83,0.5053,3.44,65.0,0.43,0.1472,5.92,476.4,1,37.77,0,Low
LNP_13155,Fenton2016,FTT5,DPPC,HEK293,siRNA,37.45,15.86,2.34,44.35,0.609,10.33,105.0,5.01,0.0805,6.09,789.5,2,67.23,1,High
LNP_13156,Hassett2019,IM23,DPPC,HeLa,siRNA,36.98,14.88,2.86,45.28,0.5266,3.71,77.0,-8.77,0.159,7.29,689.5,4,19.9,0,Low
LNP_13157,Li2015,L319,DPPC,RAW264.7,pDNA,37.55,9.45,1.13,51.87,0.4833,1.99,87.0,-5.24,0.2673,6.57,690.9,1,33.08,0,Low
LNP_13158,Fenton2016,SM-102,DOPC,MCF7,siRNA,38.65,9.86,1.99,49.49,0.7754,5.61,131.3,12.02,0.1022,6.71,789.3,2,37.7,0,Low
LNP_13159,Sabnis2018,L319,DOPE,A549,mRNA,38.16,21.29,1.7,38.84,0.4891,3.53,106.5,-18.56,0.1105,6.47,661.0,4,63.03,1,High
LNP_13160,Hassett2019,L319,DSPE,Huh7,mRNA,40.83,11.89,1.06,46.22,0.6013,3.88,94.2,-22.15,0.1165,6.06,760.2,2,63.28,1,High
LNP_13161,Moderna2021,FTT5,DPPC,PC3,siRNA,39.48,15.34,1.42,43.76,0.5023,5.51,65.8,-16.26,0.0863,6.58,477.5,1,65.46,1,High
LNP_13162,Kauffman2015,MC3,DPPC,MCF7,mRNA,46.2,9.68,0.93,43.2,0.7805,2.11,63.2,6.61,0.2198,7.37,474.9,1,34.94,0,Low
LNP_13163,Patel2017,IM23,DOPE,HEK293,siRNA,42.78,16.65,2.12,38.45,0.6366,3.23,76.6,-15.64,0.0891,6.87,721.1,4,47.74,0,Low
LNP_13164,Jayaraman2012,Lipid5,DOPC,HeLa,pDNA,47.23,8.66,1.71,42.41,0.634,2.82,84.7,-1.68,0.2794,6.81,649.3,1,46.7,0,Low
LNP_13165,Dahlman2014,DODAP,DSPE,RAW264.7,pDNA,40.77,19.65,1.4,38.19,0.4076,3.55,143.6,3.73,0.112,6.78,685.2,4,63.53,1,High
LNP_13166,Dahlman2014,A2-Iso5-2DC18,DOPC,MCF7,pDNA,30.3,14.5,2.24,52.96,0.6719,3.66,128.6,-6.96,0.1928,6.19,502.1,3,53.58,1,High
LNP_13167,Fenton2016,FTT5,DOPC,HEK293,mRNA,40.87,18.44,1.28,39.42,0.7104,6.5,121.0,-2.61,0.1587,7.53,663.3,1,35.0,0,Low
LNP_13168,Kauffman2015,SM-102,DOPE,Huh7,siRNA,43.16,17.55,2.04,37.25,0.5233,5.92,67.4,8.69,0.1145,6.93,664.7,2,45.28,0,Low
LNP_13169,Oberli2017,DOTAP,DPPC,PC3,pDNA,48.9,10.67,1.13,39.3,0.783,5.5,140.7,-9.0,0.2408,6.58,646.4,4,42.33,0,Low
LNP_13170,Kauffman2015,LP01,DOPE,HeLa,mRNA,37.6,12.52,1.37,48.51,0.4164,4.12,51.0,-5.36,0.1918,6.33,759.1,3,55.23,1,High
LNP_13171,Miao2020,DLin-MC3-DMA,DOPE,A549,ASO,49.85,14.25,2.3,33.61,0.6095,4.39,89.7,-9.01,0.0669,6.06,689.4,4,38.85,0,Low
LNP_13172,Miao2020,DLin-MC3-DMA,DSPC,PC3,pDNA,44.44,8.71,3.88,42.97,0.4322,4.97,68.9,-0.86,0.2296,6.79,620.2,1,14.17,0,Low
LNP_13173,Dahlman2014,L319,DOPC,A549,pDNA,41.88,11.68,2.12,44.32,0.5096,10.34,98.9,-8.42,0.1115,5.91,879.2,3,47.29,0,Low
LNP_13174,Kulkarni2019,IM23,DPPC,HEK293,mRNA,44.69,18.4,2.23,34.69,0.5623,7.83,95.5,-15.58,0.0803,6.82,670.4,1,78.22,1,High
LNP_13175,Li2015,cKK-E12,DPPC,A549,siRNA,41.73,17.9,1.49,38.88,0.7738,2.4,78.4,-8.86,0.1637,6.8,594.6,1,49.32,1,High
LNP_13176,Moderna2021,IM23,DPPC,MCF7,mRNA,45.8,13.02,2.01,39.17,0.6636,2.31,51.2,-12.47,0.1192,7.46,692.8,1,30.07,0,Low
LNP_13177,Oberli2017,C12-200,DPPC,Huh7,siRNA,36.69,10.45,1.66,51.2,0.6064,6.42,123.7,-0.91,0.1242,6.22,688.2,4,68.23,1,High
LNP_13178,Hassett2019,FTT5,DOPC,RAW264.7,siRNA,31.84,13.01,1.59,53.57,0.5196,4.0,92.1,-19.65,0.1286,5.78,543.5,2,47.87,1,High
LNP_13179,Jayaraman2012,cKK-E12,DPPC,RAW264.7,ASO,32.66,9.56,1.3,56.48,0.4935,6.16,118.6,9.83,0.1611,6.67,716.1,2,46.99,0,Low
LNP_13180,Jayaraman2012,DODAP,DSPC,Huh7,ASO,36.27,17.23,1.56,44.93,0.4509,3.38,106.8,3.93,0.1097,6.77,512.3,2,52.18,0,Low
LNP_13181,Sabnis2018,SM-102,DOPC,MCF7,siRNA,50.18,16.28,1.17,32.37,0.7653,4.35,63.0,-8.63,0.1134,6.22,759.4,1,42.19,0,Low
LNP_13182,Kulkarni2019,ALC-0315,DPPC,RAW264.7,mRNA,37.25,15.19,1.8,45.76,0.5009,3.61,106.7,-15.75,0.0941,6.23,541.5,2,62.89,1,High
LNP_13183,Kulkarni2019,SM-102,DSPE,Huh7,pDNA,40.47,15.72,0.87,42.93,0.6858,5.48,52.4,2.48,0.1683,7.58,821.9,1,42.87,0,Low
LNP_13184,Dahlman2014,cKK-E12,DOPE,Jurkat,pDNA,50.36,18.44,1.72,29.47,0.6584,3.42,123.6,15.71,0.1108,6.23,698.2,1,21.66,0,Low
LNP_13185,Oberli2017,DOTAP,DSPE,A549,mRNA,38.07,16.42,2.28,43.24,0.3628,4.85,50.0,-11.3,0.1048,6.72,615.3,1,44.01,0,Low
LNP_13186,Fenton2016,cKK-E12,DOPE,HEK293,pDNA,39.79,18.8,1.76,39.65,0.3179,5.6,75.1,4.9,0.2032,5.57,519.1,1,21.48,0,Low
LNP_13187,Whitehead2014,Lipid5,DSPE,HEK293,pDNA,44.36,18.96,1.5,35.18,0.6482,1.83,97.9,-5.08,0.2158,6.36,916.4,1,39.32,0,Low
LNP_13188,Whitehead2014,ALC-0315,DSPE,HEK293,siRNA,44.72,13.71,0.86,40.71,0.8235,7.22,50.0,-22.52,0.1103,6.54,660.6,2,64.42,1,High
LNP_13189,Li2015,IM23,DOPC,Jurkat,mRNA,36.77,14.29,0.84,48.1,0.6768,2.36,50.0,-0.61,0.1594,6.66,704.5,3,38.49,0,Low
LNP_13190,Miao2020,DLin-MC3-DMA,DSPC,A549,pDNA,47.65,12.44,2.24,37.67,0.458,5.09,79.8,-3.63,0.2271,6.01,614.3,2,57.05,1,High
LNP_13191,Whitehead2014,A2-Iso5-2DC18,DSPE,HeLa,siRNA,34.94,13.66,0.8,50.6,0.3845,4.03,152.0,-1.97,0.0941,6.49,502.7,2,35.88,0,Low
LNP_13192,Hassett2019,SM-102,DSPC,Jurkat,mRNA,37.03,11.66,3.22,48.09,0.4512,5.87,66.0,1.04,0.2658,6.43,577.9,1,40.01,0,Low
LNP_13193,Jayaraman2012,LP01,DSPC,Jurkat,pDNA,46.62,11.36,2.16,39.86,0.5946,3.76,100.2,-5.64,0.2459,6.14,508.2,1,27.03,0,Low
LNP_13194,Fenton2016,MC3,DOPE,PC3,siRNA,47.96,18.27,1.09,32.68,0.7955,6.37,70.6,4.34,0.0892,7.28,531.4,1,7.97,0,Low
LNP_13195,Kulkarni2019,SM-102,DSPE,HeLa,mRNA,46.89,11.9,3.46,37.75,0.8204,8.03,58.2,-10.09,0.1156,5.92,750.5,2,33.89,0,Low
LNP_13196,Kauffman2015,L319,DPPC,Huh7,siRNA,40.73,13.66,1.35,44.26,0.6827,5.77,71.8,-4.84,0.1289,6.43,507.5,1,67.82,1,High
LNP_13197,Fenton2016,DLin-MC3-DMA,DPPC,HEK293,mRNA,45.69,10.79,2.68,40.85,0.5753,8.35,132.0,1.4,0.2059,7.19,640.5,1,43.26,0,Low
LNP_13198,BioNTech2021,FTT5,DOPE,A549,ASO,46.3,15.38,1.97,36.35,0.5736,6.58,51.3,-19.0,0.0898,5.94,374.6,2,76.73,1,High
LNP_13199,Dahlman2014,L319,DSPC,PC3,mRNA,40.44,14.09,2.78,42.69,0.621,6.5,94.2,-11.25,0.2316,6.47,698.7,2,47.27,1,High
LNP_13200,Fenton2016,Lipid5,DPPC,RAW264.7,pDNA,47.04,10.29,2.47,40.19,0.5971,7.91,106.0,6.05,0.0955,5.33,801.2,1,39.84,0,Low
LNP_13201,Kulkarni2019,DODAP,DSPE,PC3,mRNA,44.94,12.35,2.68,40.03,0.614,2.66,84.2,-8.79,0.2646,6.29,768.9,1,69.03,1,High
LNP_13202,Miao2020,ALC-0315,DSPE,HEK293,siRNA,41.75,12.25,1.62,44.38,0.2405,3.8,97.3,-5.54,0.0753,6.11,833.9,1,62.12,1,High
LNP_13203,Kulkarni2019,SM-102,DPPC,HeLa,pDNA,37.45,11.6,1.29,49.66,0.7796,2.59,112.8,-13.76,0.174,6.73,717.7,1,52.59,1,High
LNP_13204,Whitehead2014,IM23,DOPC,Jurkat,pDNA,42.4,13.95,1.62,42.03,0.47,5.34,147.3,-10.81,0.225,6.88,679.4,4,44.89,1,High
LNP_13205,Fenton2016,A2-Iso5-2DC18,DPPC,A549,mRNA,47.62,11.85,1.2,39.33,0.4858,8.95,113.9,-4.51,0.1383,6.92,723.3,1,44.29,0,Low
LNP_13206,Kauffman2015,MC3,DPPC,Jurkat,mRNA,39.45,16.08,1.69,42.78,0.6184,3.28,69.2,5.75,0.1743,6.78,612.7,4,60.08,1,High
LNP_13207,Semple2010,ALC-0315,DSPC,PC3,siRNA,45.45,13.6,1.63,39.32,0.7277,5.41,83.8,-7.09,0.0911,6.82,582.4,1,56.87,1,High
LNP_13208,Whitehead2014,cKK-E12,DSPC,Huh7,siRNA,29.1,16.49,3.41,50.99,0.4874,4.75,77.4,-4.8,0.1286,6.53,821.3,2,30.42,0,Low
LNP_13209,Patel2017,FTT5,DOPC,Jurkat,mRNA,46.65,9.08,1.33,42.94,0.6205,2.09,99.8,-12.95,0.1494,7.31,649.7,3,37.78,0,Low
LNP_13210,Whitehead2014,L319,DOPC,MCF7,pDNA,39.2,12.77,2.91,45.12,0.8165,3.76,85.7,0.86,0.2049,6.99,871.7,3,54.33,1,High
LNP_13211,Fenton2016,DLin-MC3-DMA,DOPE,RAW264.7,mRNA,42.44,15.52,1.9,40.14,0.6459,7.35,88.6,-16.13,0.1344,7.05,808.2,3,50.0,0,Low
LNP_13212,Kauffman2015,SM-102,DPPC,Jurkat,pDNA,35.69,19.52,0.84,43.95,0.4459,5.01,92.8,-27.99,0.1538,5.94,610.9,1,26.22,0,Low
LNP_13213,Kulkarni2019,FTT5,DOPE,RAW264.7,mRNA,50.11,9.71,2.67,37.51,0.7403,3.26,84.3,-15.09,0.1054,6.6,488.5,1,29.07,0,Low
LNP_13214,Sabnis2018,OF-02,DSPC,Huh7,pDNA,40.78,8.91,1.46,48.85,0.5715,3.8,53.1,4.32,0.2947,6.67,515.2,2,38.63,0,Low
LNP_13215,Dahlman2014,FTT5,DOPC,PC3,mRNA,45.19,12.52,1.02,41.27,0.3173,2.28,106.1,-1.89,0.1331,6.61,542.3,2,35.77,0,Low
LNP_13216,Li2015,FTT5,DOPC,HeLa,pDNA,38.4,15.02,1.39,45.19,0.6921,3.39,128.3,4.8,0.2351,7.34,554.5,1,33.28,0,Low
LNP_13217,Kauffman2015,MC3,DOPC,Jurkat,ASO,50.62,14.84,2.25,32.3,0.4308,8.22,106.8,-1.04,0.1502,6.84,746.6,1,45.18,0,Low
LNP_13218,BioNTech2021,C12-200,DOPC,HeLa,mRNA,46.73,9.41,2.42,41.44,0.6318,3.48,86.5,-8.78,0.1826,6.1,796.1,1,51.89,1,High
LNP_13219,Hassett2019,DOTAP,DPPC,HEK293,pDNA,43.88,10.86,1.64,43.62,0.391,1.31,107.1,-24.63,0.3826,5.98,666.7,2,59.86,1,High
LNP_13220,Oberli2017,OF-02,DOPC,HeLa,mRNA,42.33,16.6,0.66,40.41,0.4988,6.5,77.9,2.08,0.0806,6.48,865.5,1,61.93,1,High
LNP_13221,Fenton2016,FTT5,DSPC,A549,ASO,39.79,15.76,1.83,42.62,0.5809,5.35,85.9,-4.1,0.0976,6.25,797.0,3,72.16,1,High
LNP_13222,Kauffman2015,LP01,DOPE,MCF7,siRNA,36.32,13.11,2.48,48.09,0.4201,5.83,97.7,-5.85,0.1458,5.98,642.7,2,66.45,1,High
LNP_13223,Sabnis2018,ALC-0315,DSPE,A549,mRNA,41.87,9.73,1.15,47.25,0.6494,2.5,130.3,-17.72,0.0534,5.92,761.9,1,36.43,0,Low
LNP_13224,Whitehead2014,Lipid5,DOPC,Huh7,mRNA,29.55,13.67,1.94,54.83,0.7076,5.43,163.8,7.39,0.0912,6.68,442.6,1,53.33,1,High
LNP_13225,Jayaraman2012,SM-102,DOPC,RAW264.7,mRNA,41.03,12.75,1.18,45.04,0.5659,3.03,107.8,-1.67,0.1705,6.0,531.1,2,43.24,0,Low
LNP_13226,Sabnis2018,C12-200,DPPC,Jurkat,pDNA,48.82,20.02,1.83,29.33,0.413,5.23,65.0,6.55,0.1603,5.96,744.0,4,28.96,0,Low
LNP_13227,Oberli2017,DOTAP,DOPE,Huh7,mRNA,46.22,14.46,3.09,36.22,0.5903,4.94,121.2,-0.61,0.2323,7.77,509.8,1,23.86,0,Low
LNP_13228,Jayaraman2012,LP01,DOPE,HeLa,mRNA,34.48,19.66,1.87,44.0,0.4548,10.05,80.0,3.35,0.2536,6.64,675.0,1,39.59,0,Low
LNP_13229,Miao2020,SM-102,DSPE,A549,pDNA,32.55,9.43,1.85,56.17,0.5885,4.4,73.6,-14.48,0.1598,6.01,786.6,1,50.42,1,High
LNP_13230,Miao2020,L319,DOPC,HeLa,siRNA,43.96,13.92,2.08,40.04,0.6665,8.1,56.8,-10.96,0.077,6.5,535.8,4,37.45,0,Low
LNP_13231,Kauffman2015,ALC-0315,DPPC,Jurkat,mRNA,43.76,15.4,1.56,39.28,0.7489,2.71,83.9,-5.33,0.1271,6.44,532.2,3,57.22,1,High
LNP_13232,Patel2017,FTT5,DOPC,RAW264.7,siRNA,41.12,16.12,2.56,40.21,0.503,2.31,68.7,-3.67,0.1012,6.13,648.5,4,46.21,0,Low
LNP_13233,Li2015,IM23,DSPE,Huh7,mRNA,40.73,18.47,1.55,39.24,0.4251,7.07,69.8,5.05,0.1829,6.42,703.5,2,63.08,1,High
LNP_13234,Patel2017,DODAP,DOPC,HEK293,siRNA,39.57,9.82,2.26,48.35,0.5272,4.78,107.8,-10.63,0.0956,5.64,400.5,2,37.68,0,Low
LNP_13235,Jayaraman2012,A2-Iso5-2DC18,DSPE,PC3,ASO,42.02,13.05,1.62,43.32,0.7304,3.84,90.2,-1.46,0.1388,6.64,627.3,3,44.08,0,Low
LNP_13236,Kulkarni2019,Lipid5,DOPC,RAW264.7,mRNA,41.39,16.82,1.98,39.81,0.678,2.32,136.1,-8.35,0.1754,5.83,744.3,3,36.66,0,Low
LNP_13237,Kulkarni2019,MC3,DSPC,HEK293,pDNA,32.97,13.89,1.19,51.95,0.7169,4.2,99.0,-7.04,0.074,6.11,614.2,1,59.74,1,High
LNP_13238,Hassett2019,DOTAP,DSPE,HEK293,mRNA,50.36,14.06,3.43,32.16,0.5966,5.93,172.8,-6.08,0.175,6.32,549.0,3,9.36,0,Low
LNP_13239,Semple2010,SM-102,DOPE,RAW264.7,pDNA,40.7,12.09,1.88,45.33,0.6377,2.55,105.1,2.19,0.2261,6.95,722.4,3,54.85,1,High
LNP_13240,Patel2017,DLin-MC3-DMA,DOPE,RAW264.7,pDNA,41.28,12.42,1.97,44.32,0.5609,3.94,128.3,-2.4,0.2736,6.05,547.8,2,45.73,1,High
LNP_13241,Dahlman2014,DOTAP,DPPC,Jurkat,pDNA,47.3,14.51,0.75,37.43,0.6597,8.89,79.2,-1.51,0.1942,5.28,583.7,2,32.29,0,Low
LNP_13242,Kulkarni2019,C12-200,DSPC,RAW264.7,pDNA,42.77,16.84,1.27,39.12,0.3456,2.72,87.1,-7.61,0.1998,5.74,707.6,2,35.28,0,Low
LNP_13243,Jayaraman2012,Lipid5,DSPE,PC3,ASO,39.48,14.79,1.54,44.18,0.4372,3.55,113.9,-4.87,0.1839,6.28,678.0,2,36.57,0,Low
LNP_13244,Jayaraman2012,DOTAP,DPPC,Huh7,mRNA,44.5,11.44,1.18,42.87,0.4644,6.96,110.8,17.12,0.1497,7.24,744.5,3,44.64,0,Low
LNP_13245,Kauffman2015,LP01,DOPE,HEK293,mRNA,43.4,12.78,2.96,40.85,0.5179,5.08,107.0,-2.66,0.1334,6.2,765.0,3,41.55,0,Low
LNP_13246,Semple2010,DOTAP,DSPE,HeLa,siRNA,37.91,11.24,0.63,50.23,0.6305,9.12,90.9,7.27,0.1477,5.02,742.5,3,33.32,0,Low
LNP_13247,Miao2020,IM23,DPPC,RAW264.7,mRNA,50.04,18.89,1.86,29.2,0.4658,7.14,101.0,-10.48,0.2207,6.26,686.2,1,31.62,0,Low
LNP_13248,Miao2020,A2-Iso5-2DC18,DOPC,Huh7,mRNA,44.33,12.36,1.72,41.6,0.4131,2.55,104.1,-20.47,0.1442,6.52,835.4,3,30.9,0,Low
LNP_13249,Hassett2019,FTT5,DOPC,PC3,siRNA,35.05,11.05,2.46,51.45,0.4888,1.98,110.0,-18.59,0.1833,6.92,622.7,3,52.05,1,High
LNP_13250,BioNTech2021,Lipid5,DSPE,Huh7,siRNA,36.04,13.64,3.49,46.83,0.6675,2.82,83.0,-3.19,0.231,6.43,600.6,1,45.0,1,High
LNP_13251,Kulkarni2019,SM-102,DOPE,PC3,pDNA,42.11,14.07,1.45,42.38,0.62,7.73,60.7,4.55,0.2359,6.8,793.1,1,43.54,1,High
LNP_13252,Hassett2019,DODAP,DSPE,HEK293,mRNA,39.71,13.34,1.38,45.57,0.702,4.8,145.3,-16.28,0.2511,6.87,635.7,2,46.07,1,High
LNP_13253,Sabnis2018,IM23,DSPE,Huh7,mRNA,50.19,11.98,2.92,34.91,0.5566,5.48,82.7,7.26,0.2003,6.73,708.1,1,57.04,1,High
LNP_13254,Whitehead2014,A2-Iso5-2DC18,DPPC,A549,mRNA,51.38,14.93,1.8,31.9,0.4631,3.14,104.1,-3.78,0.1176,6.95,723.0,1,29.16,0,Low
LNP_13255,Sabnis2018,IM23,DOPE,RAW264.7,mRNA,45.3,13.12,1.89,39.69,0.6024,5.51,76.7,-8.49,0.1776,6.73,677.8,1,77.53,1,High
LNP_13256,Patel2017,A2-Iso5-2DC18,DSPC,HEK293,mRNA,39.48,16.24,1.35,42.93,0.5709,9.5,71.7,2.75,0.1682,6.6,350.0,2,56.13,1,High
LNP_13257,Hassett2019,L319,DSPE,Jurkat,pDNA,41.67,11.32,1.47,45.54,0.7192,4.23,101.2,-8.23,0.1928,6.01,768.4,1,60.21,1,High
LNP_13258,Hassett2019,C12-200,DSPE,RAW264.7,siRNA,36.36,14.17,2.41,47.06,0.2951,6.09,103.2,-11.7,0.1703,5.8,703.1,4,61.93,1,High
LNP_13259,Patel2017,A2-Iso5-2DC18,DOPC,HEK293,mRNA,44.66,12.98,2.68,39.68,0.3925,6.13,178.7,-0.21,0.2032,6.28,706.5,1,37.24,0,Low
