sample_id,CTHRC1,FHL2,LDHA,P4HA1,SERPINH1,ABCA8,CA19-9,MUC16,EGFR,KRAS,TP53,SMAD4,CDH1,VIM,FN1,COL1A1,MMP9,VEGFA,HIF1A,PCNA,PROT_04773,PROT_05214,PROT_03119,PROT_00197,PROT_04607,PROT_01737,PROT_03296,PROT_00378,PROT_00461,PROT_07044,PROT_01869,PROT_06788,PROT_07859,PROT_00526,PROT_06669,PROT_06014,PROT_01764,PROT_02052,PROT_00415,PROT_08274,PROT_06218,PROT_04917,PROT_03172,PROT_04664,PROT_00089,PROT_08324,PROT_03333,PROT_02241,PROT_06178,PROT_03962,PROT_01026,PROT_00852,PROT_01860,PROT_01539,PROT_02509,PROT_02232,PROT_01974,PROT_01865,PROT_00438,PROT_05464,PROT_02946,PROT_02858,PROT_06775,PROT_08070,PROT_08027,PROT_07544,PROT_05034,PROT_01770,PROT_05756,PROT_07288,PROT_07447,PROT_08674,PROT_08056,PROT_00467,PROT_07658,PROT_03967,PROT_05348,PROT_07083,PROT_03367,PROT_02249,PROT_03304,PROT_07306,PROT_02385,PROT_07042,PROT_03836,PROT_08532,PROT_04154,PROT_02307,PROT_04273,PROT_05799,PROT_06738,PROT_02212,PROT_06990,PROT_00463,PROT_04713,PROT_02465,PROT_05805,PROT_08476,PROT_02640,PROT_02625,PROT_06450,PROT_08494,PROT_07376,PROT_04121,PROT_02124,PROT_06241,PROT_07326,PROT_00823,PROT_07072,PROT_02703,PROT_03440,PROT_06215,PROT_02069,PROT_06768,PROT_06356,PROT_07335,PROT_00256,PROT_01863,PROT_08472,PROT_01549,PROT_00863,PROT_01208,PROT_04629,PROT_05155,PROT_01227,PROT_05195,PROT_08392,PROT_06136,PROT_02339,PROT_06722,PROT_03177,PROT_05353,PROT_01920,PROT_08768,PROT_01065,PROT_04836,PROT_07741,PROT_06484,PROT_08333,PROT_05988,PROT_04918,PROT_04754,PROT_00070,PROT_07630,PROT_02404,PROT_08103,PROT_05981,PROT_00877,PROT_07972,PROT_06471,PROT_07574,PROT_04649,PROT_01864,PROT_06674,PROT_02363,PROT_05014,PROT_00432,PROT_07074,PROT_07835,PROT_02548,PROT_08575,PROT_01933,PROT_07624,PROT_02965,PROT_03197,PROT_04871,PROT_02068,PROT_07565,PROT_00766,PROT_02642,PROT_04437,PROT_01133,PROT_03889,PROT_00401,PROT_05641,PROT_05102,PROT_00319,PROT_07575,PROT_04046,PROT_02177,PROT_01704,PROT_02784,PROT_01010,PROT_01356,PROT_02295,PROT_03645,PROT_04968,PROT_08369,PROT_01351,PROT_05477,PROT_03317,PROT_02046,PROT_01870,PROT_07263,PROT_01210,PROT_02978,PROT_06407,PROT_02335,PROT_00501,PROT_06791,PROT_04876,PROT_05060,PROT_06082,PROT_05552,PROT_07450,PROT_02767,PROT_01211,PROT_00588,PROT_07444,PROT_03283,PROT_05702,PROT_01004,PROT_08776,PROT_07754,PROT_02265,PROT_02597,PROT_05274,PROT_08732,PROT_06560,PROT_07724
S0010,25.663136,24.735048,24.894653,22.7769,23.697428,17.488726,21.596544,23.972452,23.608671,23.045916,22.236979,19.76925,19.205446,23.397501,19.834362,20.888597,22.723528,22.701721,20.124321,21.961935,19.069586,20.020275,19.746546,15.013621,24.73201,20.61645,20.25438,19.455828,18.259119,20.090397,20.889303,18.607958,19.055252,22.992355,19.879435,19.723694,17.948698,19.679548,23.217304,20.729397,21.935532,20.205671,19.113487,19.542255,20.370872,21.515146,20.208687,20.818705,15.881175,16.570642,20.701447,17.894785,22.099712,17.667011,22.298286,18.95287,21.021276,19.20457,21.10694,21.17299,18.20143,20.84917,20.856161,18.77529,17.18107,22.034422,19.70405,19.946945,21.289824,17.725634,19.041746,18.209698,19.838514,19.020712,21.856009,18.137848,20.22008,18.916195,18.677338,19.858015,19.653742,20.012344,17.810032,22.71792,17.154991,18.188904,19.752083,19.405628,20.332952,18.521301,21.023403,17.496967,20.585108,19.916048,20.03994,22.77545,18.28178,21.606716,18.771755,18.897747,20.122019,20.148977,21.16948,16.590862,18.40976,21.835335,16.392979,18.35592,19.947565,16.872017,17.91795,19.592043,16.278666,17.552376,26.515112,20.238354,17.509844,19.438135,18.987595,19.75866,21.660507,19.208765,18.983774,17.693546,18.766827,19.872475,20.957481,19.265457,17.371555,20.325277,23.039732,22.67554,18.367363,18.233295,19.68803,24.55869,22.3177,20.298258,19.755062,19.504301,19.231718,22.464361,19.791441,21.561783,20.707941,22.867285,21.285267,22.500809,21.206692,23.349812,22.315142,18.803747,21.765133,22.666512,21.983501,20.249285,17.330276,19.74555,19.711319,18.61839,19.99875,21.531717,21.185669,18.210745,23.046547,20.448753,20.153559,18.929916,18.651756,17.459381,18.172916,19.515005,20.893238,19.898539,21.059055,22.53133,17.296432,18.898647,19.80123,18.83468,19.370964,20.638866,19.482172,21.80887,20.174639,18.170311,18.589306,18.305508,20.324223,24.205868,22.17831,23.754795,17.679125,21.250141,17.037865,21.870651,20.568892,19.530325,22.044344,21.260406,21.110481,23.185108,22.564428,22.34045,17.891615,18.364412,21.913013,19.270163,21.354252,20.125309,20.515131,21.450161,20.18338,22.212269,21.910124,20.197632,19.747868,19.471333,18.911377,20.611668
S0011,23.803541,27.782068,22.705734,25.159689,24.113993,17.441479,28.928883,22.457071,21.90054,23.736176,19.482018,18.412756,18.893322,22.954174,24.245132,21.612137,21.319754,23.652168,22.646364,24.035952,15.604314,22.527132,20.340446,19.189255,22.029346,22.271254,21.21951,20.803516,17.037249,19.827694,19.7768,20.084797,19.000557,19.781689,24.311876,18.096018,19.344383,20.696325,16.234894,21.63065,17.85315,19.503275,18.926182,20.549017,17.872078,18.454178,25.531322,17.236853,18.61698,19.745996,20.593136,20.090216,17.744246,17.9869,17.516525,21.971457,20.218912,19.887325,21.08382,23.756548,18.214289,19.289808,19.712637,18.751451,19.662241,20.77566,21.861311,20.595854,16.506655,19.933231,23.405231,16.987206,20.746975,19.49578,16.239834,18.554108,16.057638,19.380444,24.522379,19.515135,20.656528,22.45418,16.842773,17.123566,22.094303,20.66858,19.040257,18.80419,23.325539,20.066744,19.450958,22.653738,20.406324,16.852388,22.742409,16.460745,20.189651,20.526339,18.946457,19.74707,20.144209,18.542875,23.061255,20.145061,17.01831,15.393945,19.558655,18.96017,19.700489,18.528788,18.026472,18.251463,14.66672,18.984505,22.425632,18.341412,17.459524,23.57149,20.661732,19.043282,18.274797,19.25397,17.922472,18.131557,18.228003,20.699286,18.88651,21.295504,19.652895,20.240692,20.236418,19.249165,20.653439,18.443884,16.297052,17.663977,20.762121,17.359299,18.459555,19.4215,20.311451,21.15681,17.332504,22.285069,18.23155,21.815132,20.126554,19.226065,23.899992,20.756016,21.457964,22.13511,20.454792,23.833735,23.349066,21.204523,23.442764,19.848764,22.576756,19.948048,17.389091,22.219954,22.345903,21.320461,18.53926,21.902536,17.106407,24.612791,21.976448,21.426165,19.917112,17.93301,22.209267,19.84827,17.406975,19.353754,18.535906,23.678843,20.142708,24.551525,19.980583,17.933508,20.415937,23.848816,18.102245,19.696846,23.353592,24.411228,22.823547,19.187702,18.91577,21.578903,21.492043,20.801367,19.728418,20.670158,21.346268,16.443876,23.124346,18.767206,21.658764,16.762695,16.814226,21.576208,17.227049,17.386518,23.610794,21.104582,19.163641,16.918663,16.159044,19.369,20.01304,21.764452,20.685352,22.426535,21.20776,18.998154,20.360945,21.629412
S0012,26.907372,24.106026,18.321928,23.140293,23.352806,17.3748,27.821108,23.168146,21.792953,24.854921,20.644966,17.63471,17.04691,19.541224,21.555075,23.170784,20.533173,19.952816,24.40919,22.35562,20.680458,21.931046,19.17441,15.370476,21.895424,19.802214,20.51257,19.18276,19.468061,19.641243,18.502146,20.640978,20.330307,22.514593,16.19639,18.761797,19.054829,17.971788,20.163118,18.685217,17.202063,17.665953,19.710125,21.197987,21.018265,18.67727,21.305319,20.099916,19.810173,22.32612,22.324791,20.54315,24.570114,21.255568,19.901377,21.26652,21.046143,19.441923,21.446175,18.791044,16.890892,17.403584,15.310125,22.946058,17.136206,14.523679,19.236603,18.5299,20.799194,22.647583,18.791693,22.390062,20.171505,21.813251,24.095053,19.207523,19.499287,19.542797,18.613241,17.937023,20.057178,19.342934,22.075985,19.952557,18.736948,23.25483,18.029957,21.025948,18.696936,18.585695,17.063482,18.826683,20.884161,21.874903,20.003382,19.478472,21.243746,20.818571,19.393604,15.837014,20.412169,21.210754,17.764668,18.298882,21.821764,21.333702,19.837189,21.041248,17.835876,19.910194,19.04881,20.259142,17.644451,23.886467,20.777914,17.290787,20.565264,19.132702,21.06062,19.245052,20.25072,21.21364,20.009808,24.745104,19.38165,20.90685,19.6154,18.080912,24.228642,19.620867,21.022877,20.800066,17.622345,20.534561,19.616205,19.755299,19.610052,19.09802,17.724516,19.35596,21.277605,23.430887,18.811169,17.898241,17.769514,21.593971,18.955183,22.228327,23.869957,20.790884,23.714397,23.279139,15.617123,21.06049,19.455734,17.524,20.789522,20.51715,20.170311,23.210339,22.266285,18.354542,19.355957,19.284279,21.028917,23.047714,23.214851,22.45644,19.668037,21.486036,22.318619,20.95782,20.44423,27.237625,20.80234,19.427351,18.55013,19.918499,20.383669,20.820772,22.770126,21.350273,21.237314,21.608376,20.016153,17.31984,18.6739,18.478962,14.709642,18.205393,23.848454,17.738075,21.896286,18.18755,21.843494,22.239546,25.716969,20.166025,21.41641,20.763948,20.988764,18.382742,20.659126,22.109938,20.333607,22.094463,21.200321,20.383041,18.718754,21.431755,20.01064,24.991825,18.874865,22.271759,17.808807,20.754307,18.261934,18.549686,24.331543,18.930576
S0013,25.837929,24.3753,23.675241,23.434856,25.576805,21.686125,28.690907,21.222466,22.711414,20.803608,23.71331,17.153856,20.743217,24.615274,18.161608,23.181843,24.444517,22.457859,19.012304,19.896109,20.312746,15.223454,16.571093,23.072803,20.479256,16.205914,21.574171,19.073612,23.116575,19.166836,19.61533,18.798454,17.440302,21.362928,18.993513,19.7632,20.27572,21.650915,20.487864,22.033089,20.44766,16.850904,20.694693,17.57541,21.271946,21.837831,20.478706,22.93408,18.924318,16.262613,18.163006,19.397667,20.1073,18.670898,18.80731,22.558588,21.915926,22.226702,19.49268,20.897366,19.202543,16.679514,16.753654,18.022175,22.060022,18.31282,19.004774,19.04591,15.583856,19.943424,19.226768,16.970943,22.007845,18.767519,18.97031,21.257761,19.953512,20.579607,19.752459,20.761417,17.341478,21.615515,20.025612,22.226845,20.258242,24.003876,21.779678,16.134827,21.178385,17.657522,18.731674,20.766562,22.01584,19.348034,21.306004,19.436249,21.034565,18.78147,21.343975,17.777876,18.936178,20.141426,19.430622,18.012291,19.730925,22.54662,18.929016,17.046627,22.887163,17.831318,20.10323,22.624226,18.054457,18.455921,23.710037,21.785717,16.576998,22.696987,16.789675,20.126204,19.600431,17.81138,20.594961,23.800896,18.841127,19.864183,20.052496,17.341293,16.896326,17.630945,21.399239,21.37436,20.358925,19.147884,19.054234,20.002115,20.029663,18.662989,17.23141,19.920782,19.971014,16.186863,20.737696,21.166655,20.19805,22.48719,20.6668,20.401001,17.310593,19.479979,21.876247,20.276876,17.664637,19.106571,21.035976,20.084436,21.345846,20.643131,22.741926,19.689613,18.680395,17.09442,19.956978,20.030241,20.35574,22.128996,18.905262,19.577364,19.435429,19.833193,21.0349,21.557236,18.240183,19.664532,19.976538,16.905392,22.305223,21.576944,17.89508,18.522236,22.6698,22.113165,18.12559,20.307295,21.711632,20.696817,20.008808,18.65838,20.51723,23.089169,22.383133,21.426144,21.375591,20.863083,23.575283,18.099695,20.862255,15.591598,20.570515,19.677017,20.54957,18.429241,17.871704,22.183723,16.178314,19.69323,19.788486,21.421188,20.792736,18.246826,17.918308,19.5373,22.466208,17.787197,20.35874,17.993418,18.37065,20.889885,23.164425,21.613085
S0014,23.93439,23.432789,18.680525,22.620148,20.659208,17.089935,25.820002,21.918234,19.963358,19.092432,21.147648,13.473173,20.931824,24.921856,25.146406,25.362902,24.630413,21.85767,21.026606,24.730646,18.80706,22.924345,17.74293,21.020712,24.16426,18.284462,22.26082,18.343672,19.67486,17.703022,19.059305,19.339556,23.327976,21.647976,18.56515,22.89259,20.435463,22.14037,23.239075,21.367842,19.363796,20.644514,20.994968,21.628918,19.297615,20.142683,24.350664,20.7172,21.990446,20.610498,19.570429,23.743986,19.066721,18.74344,17.137186,21.130009,22.247486,21.841002,19.045336,20.247658,19.123405,18.92314,20.178368,20.70188,19.950823,20.714787,20.757015,17.902037,20.790709,22.500015,21.080265,19.795101,19.936104,19.521284,18.989496,21.021229,20.946877,17.182085,21.045162,21.96182,15.225414,21.691566,20.927902,20.206219,20.390589,19.845377,20.73938,22.080122,21.335333,21.735775,21.304083,20.559122,22.357893,21.261127,21.373795,23.030191,21.486631,18.85868,15.846016,16.37617,21.090706,22.860294,22.033453,21.019415,17.159729,21.307316,21.787659,18.428251,19.657227,20.95308,19.483551,19.231688,16.283014,21.254822,22.26655,20.930315,20.340704,22.553152,21.678228,21.001387,19.487446,21.38112,17.803843,20.180958,18.875824,21.33478,19.19225,22.88519,17.304739,16.627308,20.802198,22.090668,21.13742,19.75088,17.865198,17.350723,19.681376,19.125866,19.027544,20.503036,20.147898,16.242332,20.396477,17.447906,17.656258,17.60862,24.041851,23.067614,21.667173,22.87403,20.287003,17.355274,21.660896,22.998997,19.081444,13.984656,21.722757,17.873425,22.115076,24.561584,19.548008,20.395163,22.679934,25.050026,18.968155,21.9815,23.940144,20.543417,18.196236,15.486586,21.269062,18.870155,19.846737,21.033503,24.84151,20.250517,17.092474,21.048342,20.21887,23.090836,20.31971,19.133768,19.387165,23.592524,15.980512,21.59969,18.75808,18.292006,21.944801,21.011639,22.621326,22.512592,19.093908,19.050016,20.293839,20.32297,18.902475,17.165081,19.920906,20.867268,19.129148,20.077715,19.077242,18.311512,15.700946,20.50276,20.583752,17.90324,19.670588,20.566673,20.16983,20.415003,17.442804,21.709404,21.806925,21.235714,19.70769,24.60514,21.512701,22.317028
S0015,24.329157,23.555975,24.084223,25.382158,24.669172,16.480003,27.25469,21.506931,19.514284,19.729162,23.983372,18.459242,17.500189,26.446863,24.520098,24.460276,24.915947,22.289288,20.781097,24.705631,19.42544,19.357092,20.169397,21.406244,19.959976,20.856678,23.133131,20.025463,18.085789,20.650066,20.206415,19.370829,18.563934,19.513752,22.378931,19.182137,23.73773,20.329973,18.74778,19.615358,18.472637,21.107279,19.67309,22.429876,17.072796,18.401995,25.857273,22.313349,17.799503,17.637676,19.029076,18.231314,19.834118,20.219297,19.392513,17.975529,19.23782,23.895159,22.871485,15.476295,19.57998,22.529879,23.629927,21.578365,20.755873,20.245415,19.01322,22.043575,19.762627,25.436737,21.686626,16.936333,22.527664,19.297688,18.757845,14.856995,22.697643,17.434944,21.280424,20.084576,20.101078,21.48835,19.341177,20.381058,21.989172,16.611605,20.704071,19.05601,20.1545,19.383818,20.08588,17.174726,19.23069,19.420845,20.148588,20.806234,16.300756,19.33005,19.925789,17.295336,16.393543,18.556824,17.932425,16.974688,21.625843,22.049744,17.895433,17.73715,20.570385,22.48917,19.359472,22.504004,17.046192,22.516556,20.279417,19.017363,18.658392,17.921154,21.725513,18.814184,21.147158,21.48506,22.621452,21.54841,22.308636,17.198942,20.759136,19.223711,18.430315,20.151066,24.878334,22.139427,20.52081,18.110027,22.01077,19.59061,20.671986,25.34999,19.459332,20.894447,21.735022,19.535952,20.576189,19.12473,18.645374,20.56982,22.369152,17.69936,23.057339,17.99789,19.51052,20.901505,21.967913,18.541542,19.968987,22.237976,20.780409,18.592213,19.268368,21.40883,21.479979,20.11138,24.247482,18.937283,24.700426,18.834904,19.104218,16.090765,21.19999,19.16247,19.245558,18.08286,22.359943,21.987886,18.590582,19.601488,20.351076,17.525099,20.226974,21.139923,21.459394,20.835552,20.201458,20.067663,20.46696,20.431505,19.274,17.897766,17.221525,17.380133,21.912909,20.120975,22.037128,18.009117,20.37008,21.602896,23.625378,17.696795,19.311127,22.181396,17.410898,21.24254,19.80296,21.734015,17.26197,21.407051,16.608238,19.695284,20.662903,20.587242,23.225586,17.056707,22.42839,21.250732,21.79333,17.835253,18.2598,20.075916,21.360443,19.41191
S0016,29.46341,22.994205,22.260506,22.73915,26.791,15.939659,22.06708,23.289938,17.286469,25.634634,22.989971,15.457661,19.26392,24.918158,21.10696,26.346333,26.442068,20.282772,21.492435,23.041399,19.261581,17.623562,17.387833,20.341436,22.214664,22.280245,19.406673,15.926253,20.185251,18.453037,18.721983,17.167206,22.807404,19.733786,19.588781,25.582685,17.772224,20.926004,20.835865,23.717243,19.529978,16.719574,23.824808,20.446655,19.047993,19.26376,21.85725,19.02427,18.54633,18.481735,20.73477,20.838202,18.344206,22.19853,18.997007,18.297037,20.121342,21.10934,21.230612,24.586493,17.524532,19.99317,20.474293,24.138105,18.318914,18.801737,18.229408,18.045748,18.958708,21.4134,17.901188,18.892721,19.480307,21.986061,20.215574,18.1559,23.310736,18.185816,19.877176,16.375214,21.191257,19.445805,18.069574,21.145672,21.199284,21.033756,19.435661,21.91902,21.35354,19.605627,19.82489,21.705704,22.822664,19.755772,22.179178,18.877485,19.304596,21.787632,20.148903,19.309313,21.706182,17.738403,16.640488,20.325598,20.45986,19.338081,18.767609,19.286348,21.50856,17.948233,20.44,19.315632,20.413614,20.5419,23.790314,18.8872,17.957924,21.597689,18.9911,20.568836,20.891964,19.404667,21.512186,20.093126,22.200706,19.53507,21.23383,19.812021,18.091515,18.350658,21.676888,16.876085,17.141983,16.994852,20.010815,23.618689,19.375359,20.878016,20.640497,21.261366,18.602997,19.984524,18.03736,22.664358,20.562223,17.072123,24.484478,21.537088,15.803922,21.792221,24.124998,19.905567,21.910921,19.755072,20.451262,23.071682,20.374216,22.574196,22.418167,20.987465,20.25545,18.225452,21.13549,19.2579,21.36875,20.99051,20.313393,20.720036,19.036512,20.62751,18.985744,20.451748,22.405657,18.052597,20.930674,18.24117,18.691492,22.418726,16.689764,22.749157,21.051739,21.505655,18.883163,18.730173,20.467962,18.527699,22.67677,19.229227,16.422365,18.090694,19.74095,23.951153,20.11478,20.363708,20.142807,20.17243,22.029963,18.967413,20.613792,21.35091,20.665266,18.895174,24.079042,20.489431,17.167988,18.883703,19.908892,16.352013,18.548336,22.035912,19.503323,19.123526,19.131815,20.420235,19.747665,19.279572,21.912369,22.775208,20.56737,19.575596
S0017,25.166101,26.801144,21.103533,22.108696,21.221992,15.484529,27.028954,21.966763,20.490162,26.129232,20.809313,18.008625,15.385927,22.328386,22.197054,27.245779,21.514502,23.555233,21.706131,24.859375,19.173065,21.701612,19.625116,19.072227,21.550804,21.698689,20.413157,19.112862,19.525932,17.755104,20.58362,20.010561,18.85993,22.163658,17.498009,24.698668,19.620481,21.862825,18.33171,21.173033,23.474129,21.92405,20.153349,22.644588,20.712187,16.171316,20.133623,18.66017,18.864716,20.043291,20.923302,20.847933,17.27561,17.576273,20.31314,20.588606,21.065115,19.322392,23.681293,20.466934,16.985119,19.253645,16.43958,21.880974,19.518616,20.294855,17.977907,18.33048,19.941278,19.476475,20.986412,20.41007,17.133406,22.413336,19.152746,23.869513,21.315395,16.708237,21.79308,19.975538,16.851019,18.57029,20.000275,21.886967,19.05558,20.57686,20.509281,19.510618,21.759457,22.866114,18.404705,18.763685,20.859823,22.865204,22.824745,19.469444,17.16302,17.812986,18.47547,19.59235,19.52838,19.216602,22.627546,16.400352,20.482979,20.53018,20.440523,19.968218,20.98673,23.568457,22.185467,18.890354,19.134197,22.666933,19.202312,16.126312,20.360275,20.384298,20.224094,18.797487,18.778652,18.378284,23.47746,20.717413,21.054651,18.308014,19.091808,24.339346,19.640617,17.100246,18.686138,19.786102,21.056034,18.730862,18.636082,16.42844,15.350261,19.147823,20.594505,19.023079,21.386759,17.542027,20.795582,18.464067,18.89733,19.392855,20.476692,21.653688,20.289461,21.078382,20.562138,21.481094,18.897663,19.473307,18.376057,19.333649,19.312168,19.385519,19.703012,20.892082,21.500488,22.614069,24.285774,17.553068,18.291962,20.785269,22.274807,20.675625,17.499664,21.644325,19.018845,20.64759,22.231773,21.18363,20.765085,21.805912,18.350243,19.560547,18.941534,19.546011,20.051685,20.26883,17.476715,20.278208,23.377369,19.938396,17.835537,18.47508,18.116644,17.322206,21.01686,19.263634,19.571806,19.859886,22.615616,24.338259,22.046032,21.170368,21.501938,24.245419,19.896248,22.092941,21.481209,23.865658,17.163733,25.234467,22.1882,19.527008,18.480291,20.8214,16.674755,18.739897,18.44123,20.01317,22.07257,17.83705,20.986206,18.046268,21.21688,23.51545
S0018,27.364443,26.18749,22.187027,24.797781,21.811342,19.721975,28.762579,26.405119,25.904263,24.113756,20.016546,20.155336,20.833775,22.06413,23.178783,23.351484,20.989296,20.761322,23.329119,23.311413,15.061227,21.686592,21.219082,17.712494,18.43858,21.09053,18.098927,20.189701,19.654625,20.673351,17.849928,18.408262,18.885786,18.938234,18.943907,19.08991,18.217201,25.204754,19.226414,23.387812,18.580667,19.619839,18.40967,18.64813,21.314825,21.319593,23.094528,18.564838,20.490921,21.789505,21.1262,17.91772,20.65181,19.672918,21.514313,20.961857,18.239891,19.580751,21.62431,21.337914,18.15559,21.523758,15.454942,18.527946,21.451553,20.135017,21.662327,18.417288,21.562819,18.461952,21.320896,21.225927,21.593502,23.077866,17.978655,19.809221,26.19955,20.830448,21.671019,20.924356,22.788868,20.307371,21.365267,17.604548,20.847862,17.902493,21.387959,22.511526,17.592503,16.133125,17.062862,14.827803,18.70727,19.20095,18.038477,20.545122,19.531528,19.65492,16.58113,18.58985,20.488756,21.618256,24.86498,24.813215,19.25077,19.46293,16.445927,20.78765,20.52172,21.038748,22.276789,19.467916,17.905148,22.145374,20.535982,19.90067,21.285322,21.017881,18.866257,15.60582,21.430716,18.325039,19.620237,20.719694,17.197239,18.287567,15.018391,21.39905,22.075996,19.982882,19.460934,20.856337,18.197334,20.999765,20.97687,25.174595,21.149305,18.05567,21.361301,17.957361,21.114666,23.574442,18.04679,21.514122,14.283691,20.848427,19.285818,20.058002,21.93149,24.667849,20.481716,21.354694,20.743584,18.202492,17.879778,21.589346,19.08126,19.539158,18.169226,21.960451,19.802748,19.324894,24.641623,22.552706,22.156992,19.758135,17.158321,23.021105,20.747057,19.305256,21.350632,20.598892,18.164686,18.446072,17.316418,16.611876,17.080439,21.42178,19.062653,17.942879,18.505865,17.047626,19.285944,18.026022,21.542376,18.84544,17.505526,15.743125,17.66661,20.625345,22.936165,21.488678,20.840492,19.223509,23.382088,21.463675,22.441603,21.428946,22.448078,17.977211,18.756775,20.755201,20.142532,20.985683,20.62903,17.357954,17.589115,21.969526,20.880608,22.247765,20.610394,19.16663,21.148191,20.094553,19.242031,19.89826,18.96375,21.39632,16.897022,19.377554
S0019,23.263786,25.949018,23.504335,21.742142,22.904432,12.578923,31.789434,20.280169,24.488478,21.714577,18.17672,22.571625,20.04631,27.42717,24.750414,23.838455,21.329037,20.802547,16.986383,19.883202,22.92511,19.872011,18.838326,20.927015,20.329674,16.64287,19.084362,18.645943,16.442633,20.65945,22.592865,21.489193,17.259209,22.05256,21.369282,20.596512,17.666174,23.885696,19.799006,20.639389,17.509655,20.818193,22.488815,20.527855,21.359888,19.535528,21.977543,14.507725,23.739,20.228409,20.6812,16.829813,19.628101,20.538103,18.549528,15.739211,23.529737,21.368183,24.686417,22.586544,19.138521,20.841446,20.652475,18.414873,17.410425,15.83189,21.584229,19.969128,18.133417,21.487806,21.126635,21.709936,17.960293,21.086071,18.949728,19.97188,17.199715,21.075102,22.552603,19.731415,19.85825,21.476376,23.085323,19.62118,20.649094,20.016125,18.548927,22.567917,20.08562,21.460289,20.18609,16.612186,17.254412,20.322777,19.985037,20.045996,19.58958,18.795172,21.155478,18.407486,19.222946,19.512714,21.204288,19.47533,22.597055,20.157549,23.113058,18.272696,18.437185,20.965452,16.705153,22.526255,23.776733,21.931864,20.29759,18.647139,19.006893,19.432543,15.809102,18.933075,18.012863,23.7251,22.664532,17.562971,21.212704,18.60314,16.837618,18.789728,20.212896,22.234245,20.924273,20.051222,19.729488,18.492172,18.00031,20.363415,18.267832,19.481268,19.976244,20.208914,16.55705,14.912635,19.413012,19.139584,23.277855,18.264032,21.46972,24.591675,22.579811,15.689308,20.824167,21.047297,16.952719,20.136658,20.630678,24.343508,20.09885,21.572021,23.815022,19.828392,21.163086,20.349277,19.633509,21.757046,21.560303,22.404613,17.010862,19.235624,19.066984,20.726204,21.327017,16.775331,20.549513,20.409752,17.659018,17.47529,18.786474,24.626448,20.453074,20.717054,21.080385,18.471369,19.937456,19.056831,23.125149,19.490501,22.535263,22.220402,17.890383,18.967644,23.854486,17.365936,22.487324,20.602116,19.889809,20.464993,21.318293,18.648642,18.944834,24.18575,21.059767,17.697046,17.969336,21.875301,21.067377,19.018026,19.318356,18.827286,22.00804,19.539696,22.431164,20.167328,19.535765,21.969742,23.331985,17.020126,20.459614,23.987309,25.360367,22.217325
