record_id,source,ionizable_lipid,helper_lipid,peg_lipid,cell_line,cargo_type,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,IL_mol_pct,size_nm,PDI,zeta_mV,encap_eff_pct,N_P_ratio,Frac_sp3C,MW_Da,logP,HBD,HBA,pKa,TPSA,RotBonds,AromaticRings,efficacy_binary,efficacy_class,transfection_prob
LNPDB_14938,Moderna2021,FTT5,DSPC,DSPE-PEG2000,HepG2,mRNA,35.51,13.45,2.6,48.43,132.8,0.384,-3.3,92.2,3.27,0.412,618.3,7.3,0,3,7.11,56.7,6,2,0,Very Low,0.2072
LNPDB_14939,Jayaraman2012,C12-200,DOPE,DSPE-PEG2000,HeLa,mRNA,39.55,10.73,1.62,48.1,105.5,0.193,-15.3,88.7,5.12,0.442,591.9,9.18,1,6,5.86,31.0,12,1,1,High,0.6676
LNPDB_14940,Moderna2021,DLin-MC3-DMA,DSPE,DSPE-PEG2000,HUVEC,mRNA,38.32,9.65,3.22,48.82,184.3,0.168,-0.3,92.7,7.77,0.626,635.3,6.68,2,7,7.78,57.5,11,0,0,Low,0.2774
LNPDB_14941,Dahlman2017,Lipid5,DSPE,DSPE-PEG2000,MCF7,mRNA,40.68,10.66,1.13,47.53,92.4,0.281,-1.4,72.7,8.86,0.534,774.0,6.72,0,3,7.38,49.6,19,0,1,Very High,0.8105
LNPDB_14942,Billingsley2020,MC3,DPPC,DMG-PEG2000,Huh7,mRNA,35.51,14.53,3.79,46.17,109.2,0.225,-7.9,84.0,7.0,0.654,721.4,8.56,0,4,6.35,55.3,5,0,0,Very Low,0.2207
LNPDB_14943,Maier2013,FTT5,DSPC,DMG-PEG2000,NIH3T3,siRNA,32.34,12.17,2.23,53.26,95.4,0.063,-4.6,85.2,10.06,0.3,629.5,9.53,2,4,6.28,86.7,8,2,0,Very Low,0.2054
LNPDB_14944,Rosenblum2020,SM-102,DOPC,C14-PEG2000,NIH3T3,mRNA,39.75,8.58,1.86,49.81,122.0,0.4,-11.8,89.5,7.36,0.766,599.5,8.34,2,6,6.14,76.1,5,2,1,High,0.6488
LNPDB_14945,Semple2010,ALC-0315,DOPC,DSPE-PEG2000,MCF7,mRNA,50.29,5.79,2.07,41.85,51.9,0.277,-8.9,95.1,7.81,0.614,696.8,7.67,0,6,6.31,74.3,9,2,0,Very Low,0.0935
LNPDB_14946,Sabnis2018,ALC-0315,DSPE,DSPE-PEG2000,HepG2,mRNA,40.49,11.76,1.81,45.93,65.5,0.237,-10.2,91.5,10.2,0.924,675.9,7.24,3,6,7.24,53.9,9,0,1,Very High,0.7941
LNPDB_14947,Kulkarni2021,SM-102,DPPC,DSPE-PEG2000,Huh7,pDNA,38.01,7.23,3.71,51.05,122.2,0.103,-6.2,89.6,2.74,0.493,669.7,11.45,1,2,6.14,73.7,13,1,0,Low,0.3958
LNPDB_14948,Dahlman2017,L319,DOPC,C14-PEG2000,HeLa,mRNA,44.52,6.45,3.04,45.99,100.8,0.148,1.2,88.5,9.18,0.758,639.2,8.68,0,6,6.87,71.8,6,2,0,Low,0.4465
LNPDB_14949,Maier2013,BAMEA-O16B,DOPE,C14-PEG2000,MCF7,siRNA,39.05,13.95,2.58,44.43,54.8,0.05,-3.3,94.2,4.69,0.516,655.7,7.28,3,4,5.57,53.5,13,0,1,High,0.7489
LNPDB_14950,Billingsley2020,A2-Iso5-2DC18,DPPC,DMG-PEG2000,Huh7,mRNA,51.21,12.62,1.54,34.64,82.7,0.159,-13.2,69.4,6.29,0.392,602.9,8.68,1,4,6.3,66.5,10,2,0,Very Low,0.2078
LNPDB_14951,Hassett2019,A2-Iso5-2DC18,DOPC,C14-PEG2000,NIH3T3,pDNA,39.98,11.16,2.46,46.41,88.9,0.133,-8.6,86.8,9.39,0.566,624.6,7.97,3,3,6.71,69.1,19,1,1,Very High,0.8927
LNPDB_14952,Moderna2021,ALC-0315,DSPE,DSPE-PEG2000,A549,saRNA,44.2,6.28,1.88,47.63,86.5,0.06,3.4,76.4,16.36,0.65,699.5,9.62,1,3,5.45,71.8,12,2,0,Low,0.4411
LNPDB_14953,Kulkarni2021,cKK-E12,DPPC,DMG-PEG2000,Huh7,mRNA,35.47,15.37,0.5,48.66,132.2,0.125,-14.0,82.5,3.3,0.704,561.5,6.11,0,6,7.23,74.2,12,0,1,High,0.5938
LNPDB_14954,Hassett2019,BAMEA-O16B,DSPC,C14-PEG2000,Huh7,pDNA,43.02,13.09,1.95,41.95,145.8,0.263,-3.3,98.2,6.8,0.787,707.9,6.17,0,6,6.14,65.4,12,0,1,High,0.5785
LNPDB_14955,Rosenblum2020,Lipid5,DOPE,DSPE-PEG2000,MCF7,siRNA,41.65,9.09,2.98,46.28,51.1,0.376,-10.2,87.6,11.17,0.891,561.8,8.25,2,4,6.09,43.4,11,1,0,Low,0.4469
LNPDB_14956,BioNTech2021,BAMEA-O16B,DOPE,DSPE-PEG2000,HeLa,saRNA,39.66,8.45,2.16,49.73,96.5,0.05,2.8,82.2,17.12,0.545,556.1,8.0,1,5,6.03,50.2,6,0,1,Very High,0.9397
LNPDB_14957,Rosenblum2020,cKK-E12,DSPC,DMG-PEG2000,HeLa,pDNA,36.99,10.24,2.38,50.39,103.5,0.05,4.7,69.5,7.64,0.627,647.8,10.8,3,7,5.73,58.7,18,0,1,High,0.7494
LNPDB_14958,Kulkarni2021,SM-102,DOPC,DSPE-PEG2000,HeLa,mRNA,36.17,8.56,3.33,51.93,64.1,0.05,-6.6,78.3,2.72,0.908,577.4,8.01,3,4,7.12,66.4,10,0,1,High,0.5039
LNPDB_14959,Patel2017,L319,DOPE,C14-PEG2000,HepG2,mRNA,41.69,16.64,3.19,38.48,145.6,0.292,-13.0,97.2,7.53,0.714,644.0,6.92,0,2,8.23,80.9,13,1,0,Very Low,0.2224
LNPDB_14960,Moderna2021,L319,DSPE,DSPE-PEG2000,HeLa,siRNA,43.77,8.84,4.07,43.31,111.8,0.077,-11.3,77.0,3.87,0.588,432.1,7.56,1,4,7.18,67.4,8,2,0,Low,0.3838
LNPDB_14961,Billingsley2020,FTT5,DOPE,C14-PEG2000,RAW264.7,siRNA,39.24,6.8,0.75,53.22,129.1,0.214,2.4,96.1,10.2,0.542,636.0,8.82,1,5,7.18,41.5,18,0,0,Low,0.4415
LNPDB_14962,Rosenblum2020,C12-200,DSPC,DSPE-PEG2000,HUVEC,mRNA,41.72,14.77,1.83,41.68,87.5,0.236,-11.9,83.9,6.94,0.366,647.5,7.79,1,2,5.74,64.9,12,2,0,Low,0.3958
LNPDB_14963,Maier2013,BAMEA-O16B,DPPC,C14-PEG2000,MCF7,siRNA,39.77,8.29,3.23,48.71,79.2,0.098,-10.4,88.0,11.27,0.543,564.8,8.79,2,6,6.68,72.5,12,2,0,Low,0.3341
LNPDB_14964,Dahlman2017,ALC-0315,DOPE,DSPE-PEG2000,MCF7,siRNA,40.59,12.36,2.85,44.2,84.3,0.272,-0.1,77.0,10.26,0.673,592.7,7.48,2,3,6.75,60.8,12,2,1,High,0.7117
LNPDB_14965,Rosenblum2020,MC3,DPPC,C14-PEG2000,HUVEC,mRNA,38.8,12.03,2.58,46.6,96.8,0.18,7.4,82.9,6.04,0.567,683.1,7.76,0,3,5.41,20.0,19,2,1,High,0.6088
LNPDB_14966,Semple2010,Lipid9,DSPE,DSPE-PEG2000,HeLa,mRNA,40.11,9.82,2.02,48.05,88.0,0.242,2.0,79.6,6.18,0.629,628.3,9.44,1,6,5.43,55.3,15,1,1,High,0.6785
LNPDB_14967,Dahlman2017,SM-102,DSPE,C14-PEG2000,RAW264.7,mRNA,55.0,7.08,2.68,35.24,131.2,0.123,2.8,85.6,6.34,0.517,490.5,9.1,2,2,6.66,52.2,18,2,0,Very Low,0.1116
LNPDB_14968,Sabnis2018,MC3,DOPE,DSPE-PEG2000,HeLa,siRNA,41.87,9.86,2.64,45.64,222.5,0.281,-1.6,96.3,7.12,0.678,625.3,7.38,0,7,5.89,42.6,5,2,1,High,0.5052
LNPDB_14969,Jayaraman2012,A2-Iso5-2DC18,DOPC,DSPE-PEG2000,A549,mRNA,43.87,6.49,1.02,48.62,119.1,0.226,-11.3,93.5,8.05,0.728,738.8,8.01,0,6,6.34,58.5,16,2,0,Low,0.4535
LNPDB_14970,Fenton2016,MC3,DSPC,DMG-PEG2000,HUVEC,siRNA,42.63,9.93,2.67,44.77,55.8,0.057,-6.6,54.5,6.82,0.315,676.0,6.19,0,3,6.75,78.6,12,1,1,High,0.6157
LNPDB_14971,Kulkarni2021,cKK-E12,DOPE,DMG-PEG2000,HUVEC,pDNA,38.42,12.32,2.09,47.17,104.8,0.338,1.8,90.1,6.34,0.343,631.5,7.88,3,3,6.34,56.6,9,0,1,High,0.505
LNPDB_14972,Sabnis2018,BAMEA-O16B,DSPE,DMG-PEG2000,HeLa,siRNA,47.76,15.15,3.17,33.91,70.0,0.08,0.7,68.5,8.3,0.718,727.0,9.45,2,2,6.45,77.4,18,2,1,High,0.6946
LNPDB_14973,Rosenblum2020,BAMEA-O16B,DOPE,DSPE-PEG2000,HeLa,pDNA,38.25,6.74,2.78,52.23,88.5,0.16,6.2,83.9,4.72,0.638,644.3,9.76,2,6,5.87,50.5,17,0,0,Low,0.3946
LNPDB_14974,Dahlman2017,Lipid5,DOPE,DSPE-PEG2000,HUVEC,mRNA,46.33,9.25,4.06,40.36,98.9,0.053,-5.4,94.6,5.1,0.752,603.6,7.32,0,7,7.41,42.4,18,2,1,High,0.6836
LNPDB_14975,Miao2020,OF-02,DPPC,DMG-PEG2000,Huh7,mRNA,37.99,8.43,2.5,51.08,92.5,0.078,-14.9,86.8,6.44,0.593,724.2,9.36,1,7,6.48,44.9,17,1,1,Very High,0.9357
LNPDB_14976,Jayaraman2012,OF-02,DOPC,DSPE-PEG2000,RAW264.7,mRNA,34.24,10.82,1.63,53.31,73.3,0.067,-10.5,62.8,12.65,0.713,773.4,9.16,0,3,5.43,73.9,14,2,0,Low,0.3721
LNPDB_14977,Billingsley2020,DOTAP,DSPE,DMG-PEG2000,Huh7,siRNA,42.19,5.43,0.51,51.86,117.0,0.217,-5.6,92.2,13.97,0.462,755.4,8.6,0,7,6.84,55.2,5,1,1,High,0.721
LNPDB_14978,BioNTech2021,DOTAP,DSPE,C14-PEG2000,RAW264.7,siRNA,33.37,7.21,1.75,57.66,55.0,0.157,-8.7,77.0,4.71,0.739,742.7,8.24,3,6,6.92,79.6,19,1,0,Low,0.2825
LNPDB_14979,Billingsley2020,DLin-MC3-DMA,DOPC,DSPE-PEG2000,HeLa,siRNA,43.21,4.92,2.8,49.06,112.3,0.071,3.0,69.9,4.73,0.332,584.6,7.67,3,7,6.21,65.0,17,1,0,Low,0.3839
LNPDB_14980,Hassett2019,L319,DPPC,C14-PEG2000,HepG2,pDNA,32.84,5.69,3.01,58.47,76.3,0.074,-22.7,88.6,6.73,0.692,614.9,8.51,0,7,5.66,63.2,16,2,1,High,0.5236
LNPDB_14981,Kulkarni2021,ALC-0315,DOPC,C14-PEG2000,Huh7,siRNA,38.09,8.02,2.02,51.88,108.7,0.05,-15.9,87.9,7.62,0.649,617.6,6.56,3,6,7.1,64.0,19,0,1,High,0.6286
LNPDB_14982,Rosenblum2020,cKK-E12,DOPC,C14-PEG2000,Huh7,mRNA,31.41,15.01,2.16,51.42,66.8,0.058,-1.0,78.2,4.95,0.869,488.4,6.36,3,3,7.06,45.4,8,2,0,Low,0.413
LNPDB_14983,Patel2017,SM-102,DOPC,DSPE-PEG2000,Huh7,siRNA,55.0,11.04,2.56,31.4,107.2,0.06,-9.9,59.3,3.54,0.819,777.6,4.0,0,4,5.5,51.0,16,0,0,Very Low,0.2222
LNPDB_14984,Kulkarni2021,A2-Iso5-2DC18,DOPC,DMG-PEG2000,RAW264.7,mRNA,30.08,10.19,2.8,56.92,151.2,0.4,-18.2,72.3,5.25,0.558,787.1,4.39,3,7,6.18,61.9,19,1,0,Low,0.2506
LNPDB_14985,Billingsley2020,C12-200,DSPE,DMG-PEG2000,A549,siRNA,40.06,14.04,3.32,42.58,83.7,0.216,3.8,80.8,4.93,0.83,535.3,9.48,2,2,5.52,71.9,8,1,1,High,0.7298
LNPDB_14986,Maier2013,MC3,DSPC,DMG-PEG2000,MCF7,mRNA,46.86,11.15,2.03,39.96,83.1,0.258,-10.2,85.6,5.73,0.505,592.9,6.72,2,3,6.36,53.0,8,0,1,High,0.6486
LNPDB_14987,Kauffman2015,DLin-MC3-DMA,DOPC,DSPE-PEG2000,Huh7,mRNA,46.22,11.43,1.91,40.44,113.9,0.139,-8.9,76.7,5.9,0.757,565.3,7.26,0,3,6.91,45.5,13,1,1,High,0.6567
LNPDB_14988,Fenton2016,A2-Iso5-2DC18,DOPC,C14-PEG2000,Huh7,mRNA,45.11,8.58,4.12,42.19,106.5,0.12,-8.9,67.8,4.92,0.747,608.7,7.34,1,7,5.24,48.2,11,1,0,Very Low,0.2025
LNPDB_14989,Miao2020,cKK-E12,DSPE,DSPE-PEG2000,MCF7,saRNA,38.1,8.09,3.93,49.89,66.1,0.199,9.9,95.6,4.64,0.911,645.5,8.94,0,3,6.05,77.1,6,0,1,High,0.5479
LNPDB_14990,Miao2020,C12-200,DOPE,C14-PEG2000,Huh7,mRNA,48.11,6.07,2.08,43.75,139.4,0.05,-14.8,74.5,4.06,0.822,657.2,8.15,0,2,5.62,70.8,12,0,0,Very Low,0.1521
LNPDB_14991,Maier2013,ALC-0315,DOPC,DMG-PEG2000,HeLa,mRNA,45.48,8.2,3.41,42.91,127.5,0.05,-10.5,88.4,6.16,0.387,628.9,8.18,0,6,5.97,49.8,14,0,0,Low,0.2882
LNPDB_14992,Moderna2021,Lipid9,DPPC,DSPE-PEG2000,RAW264.7,siRNA,41.27,9.16,4.26,45.3,146.9,0.364,12.3,50.0,4.95,0.47,680.9,6.28,2,6,6.68,44.0,18,2,0,Very Low,0.0965
LNPDB_14993,Maier2013,ALC-0315,DOPC,DMG-PEG2000,RAW264.7,siRNA,41.44,11.03,3.55,43.97,117.8,0.33,-1.2,59.2,10.61,0.742,592.7,7.8,2,3,7.64,63.6,8,2,0,Very Low,0.1802
LNPDB_14994,Miao2020,BAMEA-O16B,DOPC,DMG-PEG2000,HeLa,mRNA,38.18,9.89,1.89,50.04,176.2,0.257,0.8,90.9,3.71,0.658,698.8,5.72,1,5,6.65,54.7,6,1,1,Very High,0.7805
LNPDB_14995,Dahlman2017,BAMEA-O16B,DPPC,C14-PEG2000,HepG2,siRNA,34.54,8.9,2.58,53.97,57.0,0.083,-5.1,84.7,5.29,0.776,657.9,10.19,3,5,6.18,61.0,10,1,0,Low,0.495
LNPDB_14996,Sabnis2018,OF-02,DSPE,DMG-PEG2000,HepG2,saRNA,47.42,7.26,1.1,44.21,158.0,0.377,-1.2,85.1,6.73,0.711,495.5,6.01,3,6,7.94,63.5,7,1,0,Very Low,0.0557
LNPDB_14997,Patel2017,FTT5,DOPE,DMG-PEG2000,A549,siRNA,47.87,11.2,1.73,39.2,89.0,0.335,0.2,68.6,11.06,0.727,549.0,7.5,2,3,7.13,64.0,9,1,1,High,0.5504
LNPDB_14998,BioNTech2021,C12-200,DPPC,C14-PEG2000,RAW264.7,mRNA,34.7,8.51,2.49,54.31,84.9,0.214,-13.8,85.3,10.13,0.67,641.5,7.02,3,2,4.78,88.9,6,0,0,Low,0.4378
LNPDB_14999,Semple2010,DODAP,DOPE,DSPE-PEG2000,MCF7,siRNA,39.08,11.06,2.68,47.19,80.7,0.262,-0.8,56.1,2.34,0.626,756.6,8.75,1,6,7.16,70.3,19,0,1,High,0.6075
LNPDB_15000,Kauffman2015,DOTAP,DOPE,DMG-PEG2000,A549,pDNA,39.14,4.26,1.95,54.65,116.5,0.091,0.7,92.8,4.64,0.75,580.6,6.47,0,5,5.76,80.1,13,1,1,Very High,0.7654
LNPDB_15001,Patel2017,OF-02,DSPE,DMG-PEG2000,HUVEC,pDNA,39.8,11.01,0.5,48.69,127.1,0.056,9.8,86.2,5.78,0.558,643.9,8.23,0,5,5.0,54.1,17,2,1,Very High,0.9023
LNPDB_15002,Kauffman2015,L319,DSPC,C14-PEG2000,MCF7,pDNA,40.39,12.24,2.65,44.72,86.9,0.212,-6.6,75.9,6.02,0.839,722.4,9.47,1,6,6.4,62.0,17,0,0,Low,0.4782
LNPDB_15003,BioNTech2021,L319,DOPC,C14-PEG2000,RAW264.7,mRNA,45.68,11.86,3.08,39.38,108.6,0.333,-0.7,87.4,9.67,0.55,673.2,8.55,2,4,6.66,52.7,6,0,0,Low,0.4295
LNPDB_15004,Hassett2019,Lipid9,DOPC,DMG-PEG2000,NIH3T3,pDNA,35.52,9.41,3.11,51.96,229.1,0.158,-0.5,76.2,4.25,0.498,652.2,7.02,0,3,6.5,53.1,6,2,1,High,0.7095
LNPDB_15005,Moderna2021,BAMEA-O16B,DSPE,DSPE-PEG2000,HeLa,mRNA,34.92,12.75,2.34,50.0,81.8,0.178,-8.0,88.5,3.37,0.366,740.4,6.3,3,6,5.82,55.9,19,2,0,Low,0.2862
LNPDB_15006,Kauffman2015,cKK-E12,DOPE,C14-PEG2000,HeLa,siRNA,47.42,6.18,2.39,44.01,88.8,0.069,4.9,86.9,4.37,0.887,900.0,8.31,0,2,7.61,42.6,14,2,0,Low,0.3752
LNPDB_15007,Dahlman2017,BAMEA-O16B,DOPC,DMG-PEG2000,Huh7,saRNA,37.22,9.73,2.7,50.35,153.1,0.4,-11.0,89.4,8.74,0.467,590.2,8.4,1,5,7.34,62.3,7,1,0,Very Low,0.1491
LNPDB_15008,Billingsley2020,Lipid5,DOPE,DSPE-PEG2000,A549,pDNA,32.42,9.42,2.83,55.33,62.3,0.4,-17.9,92.5,6.86,0.826,693.1,8.85,3,6,6.88,57.9,12,0,0,Very Low,0.1672
LNPDB_15009,Jayaraman2012,Lipid9,DOPE,DMG-PEG2000,NIH3T3,siRNA,37.09,13.11,2.43,47.38,107.6,0.108,-11.3,90.5,5.54,0.499,596.7,8.04,0,4,6.51,64.1,19,1,1,High,0.5568
LNPDB_15010,Kauffman2015,MC3,DOPE,C14-PEG2000,HUVEC,mRNA,38.02,3.94,0.64,57.4,50.0,0.052,13.1,69.7,3.95,0.742,644.2,7.63,2,7,6.75,53.7,5,0,0,Very Low,0.1864
LNPDB_15011,Maier2013,Lipid9,DSPC,DSPE-PEG2000,NIH3T3,siRNA,49.33,6.83,3.62,40.23,66.1,0.186,-13.0,69.0,4.94,0.665,712.4,5.88,0,4,7.46,67.5,19,2,0,Very Low,0.1961
LNPDB_15012,Rosenblum2020,A2-Iso5-2DC18,DPPC,DSPE-PEG2000,HUVEC,siRNA,45.55,15.24,2.13,37.08,70.0,0.089,-6.6,91.2,6.28,0.615,535.9,8.14,0,5,7.41,55.7,10,2,0,Low,0.2922
LNPDB_15013,Kulkarni2021,BAMEA-O16B,DSPC,DMG-PEG2000,RAW264.7,pDNA,46.89,3.0,1.52,48.59,76.9,0.126,-10.0,54.6,3.35,0.344,661.1,7.1,2,3,7.94,71.6,19,1,0,Very Low,0.0729
LNPDB_15014,Hassett2019,DODAP,DOPE,DSPE-PEG2000,A549,mRNA,44.92,12.44,2.19,40.45,68.8,0.216,7.6,72.5,5.79,0.864,734.0,4.67,3,6,6.12,64.9,16,1,0,Very Low,0.2145
LNPDB_15015,Fenton2016,SM-102,DSPE,DMG-PEG2000,HUVEC,siRNA,45.68,7.9,2.59,43.83,106.2,0.109,-17.5,86.4,6.46,0.585,745.7,6.45,0,7,6.91,47.2,11,2,1,High,0.5094
LNPDB_15016,Sabnis2018,A2-Iso5-2DC18,DPPC,DMG-PEG2000,Huh7,siRNA,35.87,10.76,2.01,51.35,152.2,0.063,-8.1,77.0,10.34,0.761,702.6,9.16,3,3,6.14,45.0,8,1,1,Very High,0.7935
LNPDB_15017,Billingsley2020,OF-02,DPPC,C14-PEG2000,Huh7,mRNA,38.81,14.24,2.07,44.88,184.4,0.139,13.0,89.5,15.27,0.834,632.8,9.16,3,7,6.99,54.0,9,2,1,Very High,0.7658
LNPDB_15018,Semple2010,SM-102,DSPE,DMG-PEG2000,MCF7,pDNA,34.06,10.88,2.24,52.82,73.4,0.051,-4.0,97.4,3.87,0.787,702.2,6.09,3,3,6.24,75.3,12,2,1,High,0.672
LNPDB_15019,BioNTech2021,DODAP,DSPE,DMG-PEG2000,HepG2,mRNA,38.74,14.3,2.79,44.17,124.4,0.233,-11.5,90.4,5.59,0.791,520.3,7.88,1,5,7.2,45.5,16,2,1,High,0.5864
LNPDB_15020,Semple2010,SM-102,DPPC,DMG-PEG2000,HepG2,mRNA,44.1,8.52,1.86,45.51,143.7,0.4,-9.2,82.6,3.84,0.655,736.1,7.6,1,5,6.55,81.5,19,2,0,Low,0.2625
LNPDB_15021,Moderna2021,L319,DOPC,DMG-PEG2000,Huh7,siRNA,40.81,8.92,2.77,47.5,103.7,0.341,-17.6,65.1,2.65,0.51,566.7,8.96,0,2,6.25,68.5,13,0,0,Low,0.3635
LNPDB_15022,Patel2017,BAMEA-O16B,DOPE,C14-PEG2000,MCF7,siRNA,47.87,12.36,1.4,38.37,123.7,0.092,-1.9,90.0,10.24,0.598,550.8,8.36,1,2,6.97,64.6,7,1,1,High,0.5722
LNPDB_15023,Fenton2016,OF-02,DOPE,DSPE-PEG2000,HeLa,mRNA,33.15,8.68,4.1,54.06,114.8,0.064,-19.5,86.7,6.99,0.698,581.7,6.26,2,4,6.87,41.6,18,0,0,Low,0.3525
LNPDB_15024,Jayaraman2012,OF-02,DPPC,DSPE-PEG2000,HepG2,mRNA,43.0,11.79,3.36,41.85,114.7,0.32,-5.2,64.1,5.91,0.621,691.5,7.6,1,6,8.11,52.6,12,0,0,Very Low,0.1942
LNPDB_15025,Maier2013,BAMEA-O16B,DPPC,C14-PEG2000,NIH3T3,pDNA,32.51,13.55,2.28,51.66,80.2,0.178,-10.8,50.0,5.96,0.803,621.9,11.41,1,4,6.95,75.9,15,1,0,Low,0.3219
LNPDB_15026,Miao2020,ALC-0315,DSPE,C14-PEG2000,RAW264.7,siRNA,40.57,12.61,2.77,44.06,55.0,0.165,-5.5,86.0,7.62,0.576,665.3,8.43,2,5,7.39,67.0,15,1,0,Low,0.4429
LNPDB_15027,Dahlman2017,DODAP,DPPC,DMG-PEG2000,Huh7,mRNA,44.44,5.26,1.57,48.73,90.1,0.187,-7.1,83.6,7.04,0.885,663.0,8.36,3,4,6.05,39.7,13,2,0,Very Low,0.248
LNPDB_15028,BioNTech2021,FTT5,DSPC,DMG-PEG2000,HUVEC,siRNA,38.71,8.98,2.95,49.36,79.4,0.268,-16.4,66.6,8.26,0.361,618.4,8.73,0,5,6.93,68.3,11,1,0,Low,0.468
LNPDB_15029,Sabnis2018,Lipid9,DSPC,DMG-PEG2000,RAW264.7,mRNA,43.31,10.85,3.18,42.67,92.0,0.161,-8.2,78.9,6.85,0.412,649.2,7.53,3,7,6.48,78.7,16,0,1,Very High,0.8746
LNPDB_15030,Kauffman2015,DOTAP,DOPC,DMG-PEG2000,HepG2,pDNA,34.24,9.27,2.71,53.78,133.4,0.091,3.3,84.8,4.71,0.474,478.0,7.44,2,6,6.2,80.3,18,0,1,High,0.556
LNPDB_15031,Sabnis2018,L319,DOPC,C14-PEG2000,HepG2,pDNA,30.02,10.24,3.22,56.52,153.8,0.14,-4.3,90.1,2.68,0.694,448.1,8.8,3,4,6.44,57.6,10,0,0,Low,0.3546
LNPDB_15032,Maier2013,BAMEA-O16B,DSPC,DMG-PEG2000,HepG2,pDNA,43.34,10.89,2.49,43.28,104.6,0.246,-3.6,89.5,5.66,0.66,480.8,5.44,1,3,7.48,38.9,9,1,0,Low,0.4422
LNPDB_15033,Fenton2016,FTT5,DSPE,DSPE-PEG2000,A549,siRNA,50.46,8.42,2.42,38.7,70.1,0.143,10.6,86.8,4.03,0.445,792.9,10.58,3,3,6.6,86.2,11,2,0,Very Low,0.176
LNPDB_15034,Hassett2019,A2-Iso5-2DC18,DSPC,C14-PEG2000,HeLa,saRNA,34.02,9.42,1.97,54.58,89.0,0.204,-13.0,79.3,6.65,0.358,567.5,10.09,0,5,5.8,46.3,15,0,0,Low,0.2941
LNPDB_15035,Billingsley2020,SM-102,DSPC,C14-PEG2000,HepG2,siRNA,47.33,6.46,2.94,43.27,79.3,0.191,-11.0,79.2,4.26,0.3,667.3,8.82,1,3,5.92,66.2,11,2,0,Very Low,0.1002
LNPDB_15036,Maier2013,MC3,DOPC,DSPE-PEG2000,RAW264.7,mRNA,40.26,8.57,1.83,49.34,103.8,0.164,-7.1,82.4,4.35,0.593,640.6,8.96,0,6,5.54,40.4,5,0,1,High,0.7307
LNPDB_15037,Dahlman2017,SM-102,DPPC,DSPE-PEG2000,HeLa,mRNA,31.99,5.42,2.83,59.76,86.9,0.146,0.9,83.6,5.08,0.579,702.6,11.15,2,7,6.33,77.7,19,0,0,Very Low,0.2222
LNPDB_15038,Rosenblum2020,DLin-MC3-DMA,DPPC,DMG-PEG2000,Huh7,mRNA,33.21,10.35,2.74,53.7,131.1,0.096,-7.9,88.5,2.68,0.842,591.2,9.86,0,3,6.23,63.2,12,0,1,Very High,0.7911
LNPDB_15039,Dahlman2017,FTT5,DOPC,C14-PEG2000,Huh7,mRNA,40.09,9.42,3.58,46.91,77.5,0.312,1.5,88.6,3.65,0.487,625.2,10.49,1,2,7.74,84.3,14,1,0,Low,0.3643
LNPDB_15040,Dahlman2017,BAMEA-O16B,DSPE,C14-PEG2000,NIH3T3,mRNA,37.57,7.25,2.97,52.21,192.5,0.184,0.2,75.1,8.79,0.657,609.5,7.36,0,2,5.85,53.7,19,0,0,Low,0.4938
LNPDB_15041,Kauffman2015,DLin-MC3-DMA,DPPC,C14-PEG2000,HUVEC,saRNA,32.12,15.36,1.09,51.43,64.3,0.05,-7.3,86.1,6.92,0.742,721.6,8.53,1,6,7.54,57.5,15,1,1,High,0.6584
LNPDB_15042,Sabnis2018,L319,DOPC,C14-PEG2000,NIH3T3,siRNA,29.84,9.26,1.97,58.93,109.6,0.4,-9.7,72.0,7.38,0.612,751.3,6.65,0,3,5.55,25.5,12,2,0,Very Low,0.1048
LNPDB_15043,Sabnis2018,MC3,DOPC,C14-PEG2000,Huh7,mRNA,34.92,10.86,1.95,52.27,61.7,0.222,8.8,69.5,7.31,0.3,559.5,4.66,3,2,6.16,73.2,11,0,0,Very Low,0.2106
LNPDB_15044,Rosenblum2020,FTT5,DOPE,DSPE-PEG2000,HepG2,siRNA,41.16,8.08,1.91,48.84,136.9,0.346,-9.5,76.5,14.11,0.308,673.6,10.56,2,7,5.9,50.6,5,0,1,High,0.5134
LNPDB_15045,Billingsley2020,ALC-0315,DSPC,DMG-PEG2000,RAW264.7,mRNA,39.96,8.76,3.27,48.01,101.4,0.059,-2.8,71.2,8.44,0.631,726.0,9.75,0,2,8.33,75.4,8,1,0,Low,0.4439
LNPDB_15046,Kauffman2015,cKK-E12,DSPC,DMG-PEG2000,NIH3T3,mRNA,36.99,10.97,0.74,51.3,106.4,0.147,-0.7,87.6,3.69,0.367,656.2,6.3,1,6,6.42,45.1,8,1,1,Very High,0.7837
LNPDB_15047,Fenton2016,FTT5,DOPC,C14-PEG2000,HepG2,saRNA,41.21,9.0,3.64,46.15,76.4,0.326,-10.6,95.5,7.99,0.743,475.1,8.71,1,7,8.05,55.0,7,0,0,Very Low,0.1648
LNPDB_15048,Sabnis2018,cKK-E12,DSPC,C14-PEG2000,HUVEC,mRNA,46.24,10.01,3.3,40.45,138.5,0.196,19.0,87.9,2.89,0.3,617.3,9.95,2,4,4.85,65.4,18,2,0,Very Low,0.1275
