record_id,source,ionizable_lipid,helper_lipid,peg_lipid,cargo_type,cell_line,IL_mol_pct,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,MW_gmol,LogP,HBD,HBA,RotBonds,TPSA,Frac_sp3C,N_rings,N_arom_rings,pKa_head,size_nm,PDI,zeta_mV,encap_eff_pct,transfection_prob,efficacy_class,efficacy_binary
LNP_17074,Maier2013,DOTAP,DPPC,PEG2000-DSG,pDNA,MCF7,29.26,48.43,19.04,3.27,762.1,10.293,1.0,2.0,14.0,42.18,0.5897,1.0,1.0,5.47,76.2,0.1236,12.1,30.5,0.1138,Low,0
LNP_17075,Akinc2008,DLin-MC3-DMA,DOPC,PEG2000-DSG,mRNA,PC3,20.12,57.33,20.29,2.26,470.5,8.152,1.0,2.0,5.0,82.35,0.6436,3.0,2.0,6.03,101.2,0.1566,-35.6,54.5,0.6825,High,1
LNP_17076,Kulkarni2019,FTT5,DOPC,PEG2000-DSPE,pDNA,RAW264.7,31.13,51.66,14.58,2.64,690.2,9.851,4.0,2.0,12.0,78.5,0.3051,0.0,1.0,4.66,67.7,0.1984,22.0,75.9,0.1988,Low,0
LNP_17077,Hassett2019,SM-102,DSPC,PEG2000-DSPE,mRNA,Jurkat,45.98,42.12,10.68,1.22,890.2,8.424,2.0,7.0,20.0,15.53,0.6851,0.0,1.0,7.7,157.5,0.149,-7.3,77.0,0.7877,High,1
LNP_17078,Semple2010,DODMA,DSPE,PEG2000-DSPE,ASO,Huh7,18.36,50.74,29.95,0.96,712.7,6.052,0.0,5.0,16.0,72.34,0.4495,1.0,2.0,6.76,142.3,0.1021,18.0,95.3,0.7637,High,1
LNP_17079,Dahlman2017,Lipid5,DSPE,PEG2000-DSPE,mRNA,A549,35.64,45.58,16.54,2.24,775.7,9.214,3.0,5.0,6.0,50.09,0.6813,2.0,0.0,6.22,134.7,0.1252,-19.5,78.1,0.9341,High,1
LNP_17080,Kulkarni2019,BAMEA-O16B,DOPE,PEG2000-DMG,siRNA,RAW264.7,27.25,50.6,18.89,3.27,757.3,5.852,0.0,2.0,12.0,29.4,0.5409,3.0,1.0,5.63,107.6,0.1835,-12.9,77.7,0.4238,Medium,0
LNP_17081,Dahlman2017,DODMA,DPPC,PEG2000-DSG,mRNA,Huh7,47.99,33.18,16.97,1.85,673.3,9.075,4.0,6.0,21.0,36.81,0.5492,1.0,2.0,6.76,113.0,0.1215,9.3,81.6,0.6117,Medium,1
LNP_17082,Semple2010,ALC-0315,DSPC,PEG2000-DSG,mRNA,HEK293,40.69,46.36,10.96,1.99,754.3,10.055,4.0,6.0,12.0,84.89,0.3781,1.0,0.0,5.02,89.9,0.2366,27.6,81.2,0.837,High,1
LNP_17083,Hassett2019,OF-02,DPPC,PEG2000-DMG,siRNA,HEK293,46.2,32.48,20.27,1.05,633.0,10.081,3.0,4.0,23.0,70.68,0.7158,2.0,2.0,6.41,79.4,0.2118,-7.1,75.1,0.134,Low,0
LNP_17084,Miao2020,ALC-0315,DOPE,PEG2000-DMG,saRNA,PC3,36.56,42.18,17.05,4.21,828.7,8.785,4.0,2.0,22.0,19.44,0.6386,3.0,0.0,7.37,64.6,0.1083,-11.0,91.4,0.6082,Medium,1
LNP_17085,Sabnis2018,FTT5,DPPC,PEG2000-DMG,mRNA,HeLa,13.4,58.9,23.54,4.15,557.1,9.442,0.0,8.0,6.0,14.55,0.4256,1.0,0.0,7.13,92.0,0.1197,-17.5,86.3,0.3112,Low,0
LNP_17086,Akinc2008,OF-02,DOPC,PEG2000-DMG,ASO,Jurkat,20.74,54.17,23.74,1.35,802.4,10.021,0.0,6.0,23.0,82.89,0.4198,1.0,2.0,7.07,112.5,0.13,4.4,57.9,0.0296,Low,0
LNP_17087,Kulkarni2019,Lipid5,DOPE,PEG2000-DMG,siRNA,HeLa,28.83,48.38,21.86,0.93,565.1,10.619,0.0,9.0,15.0,75.24,0.5446,2.0,2.0,7.3,87.9,0.08,-13.1,85.7,0.449,Medium,0
LNP_17088,Kulkarni2019,cKK-E12,DSPC,PEG2000-DMG,pDNA,A549,21.76,63.23,13.03,1.98,650.0,7.057,2.0,8.0,22.0,68.41,0.6228,0.0,2.0,5.43,65.5,0.1944,-11.4,82.9,0.5918,Medium,1
LNP_17089,Patel2017,A18-Iso5-2DC18,DOPE,PEG2000-DSPE,ASO,HeLa,36.31,36.83,25.63,1.22,604.8,7.824,3.0,2.0,10.0,52.03,0.4514,3.0,1.0,5.66,141.6,0.0874,-1.6,59.7,0.2294,Low,0
LNP_17090,Sabnis2018,L319,DSPE,PEG2000-DSPE,pDNA,MCF7,34.58,45.26,18.63,1.53,627.0,14.448,4.0,7.0,8.0,33.24,0.5203,3.0,2.0,6.86,122.8,0.2676,1.6,86.5,0.8137,High,1
LNP_17091,Hassett2019,C12-200,DSPE,PEG1000-DMG,siRNA,Huh7,32.8,41.55,23.31,2.34,664.9,8.866,2.0,7.0,16.0,48.97,0.6059,1.0,2.0,7.37,165.1,0.1315,9.8,57.8,0.2603,Low,0
LNP_17092,Jayaraman2012,Lipid5,DSPC,PEG2000-DSPE,ASO,RAW264.7,34.28,40.09,24.24,1.39,726.6,10.746,1.0,8.0,10.0,59.66,0.5418,1.0,1.0,7.62,67.0,0.1021,-1.3,98.5,0.7662,High,1
LNP_17093,Kauffman2015,FTT5,DOPE,PEG2000-DSG,mRNA,RAW264.7,40.4,38.74,19.83,1.03,1074.7,8.037,3.0,4.0,5.0,70.54,0.425,0.0,1.0,5.72,139.0,0.1529,-5.2,88.0,0.4576,Medium,0
LNP_17094,Billingsley2020,FTT5,DSPE,PEG2000-DSPE,mRNA,RAW264.7,30.96,45.76,21.56,1.72,654.8,10.153,3.0,6.0,24.0,20.27,0.5782,1.0,2.0,6.37,112.4,0.1749,25.9,66.1,0.4292,Medium,0
LNP_17095,Miao2020,Lipid5,DPPC,PEG2000-DSPE,mRNA,RAW264.7,43.51,40.65,14.93,0.91,608.5,8.351,4.0,7.0,6.0,55.65,0.4288,3.0,1.0,7.02,93.0,0.1362,-20.2,67.8,0.265,Low,0
LNP_17096,Billingsley2020,FTT5,DOPC,PEG2000-DSPE,siRNA,A549,30.52,55.14,11.92,2.43,773.3,6.291,4.0,2.0,24.0,61.23,0.6453,2.0,2.0,6.99,313.6,0.191,-13.1,83.6,0.102,Low,0
LNP_17097,Jayaraman2012,Lipid5,DSPE,PEG2000-DSG,ASO,PC3,17.24,63.73,14.83,4.2,615.1,4.632,3.0,7.0,17.0,26.72,0.6511,2.0,2.0,5.75,84.9,0.1682,-10.3,78.0,0.2467,Low,0
LNP_17098,Semple2010,A18-Iso5-2DC18,DOPC,PEG2000-DSG,mRNA,MCF7,11.11,62.73,22.81,3.34,864.1,7.242,2.0,3.0,22.0,22.67,0.5758,2.0,2.0,7.47,82.7,0.3399,20.0,81.0,0.1322,Low,0
LNP_17099,Fenton2016,DODAP,DSPE,PEG2000-DSPE,mRNA,A549,16.62,60.53,21.58,1.27,603.4,9.604,0.0,6.0,15.0,43.74,0.6089,2.0,1.0,6.93,113.4,0.1269,-0.5,85.3,0.28,Low,0
LNP_17100,Maier2013,C12-200,DSPE,PEG2000-DSG,mRNA,RAW264.7,60.13,27.85,11.01,1.01,575.0,5.619,2.0,2.0,9.0,43.5,0.5003,2.0,1.0,6.17,43.1,0.1656,7.6,62.9,0.0363,Low,0
LNP_17101,Jayaraman2012,DODAP,DSPE,PEG2000-DSPE,mRNA,Huh7,36.88,40.05,19.84,3.22,657.2,9.808,3.0,7.0,12.0,56.39,0.4583,1.0,1.0,6.97,84.1,0.141,-13.3,94.9,0.1779,Low,0
LNP_17102,Dahlman2017,ALC-0315,DOPC,PEG1000-DMG,siRNA,RAW264.7,47.09,32.59,18.41,1.92,618.8,8.834,3.0,2.0,17.0,23.74,0.6095,3.0,2.0,6.98,116.2,0.1389,5.3,90.1,0.5931,Medium,1
LNP_17103,Fenton2016,C12-200,DPPC,PEG2000-DMG,saRNA,RAW264.7,31.29,51.8,15.08,1.83,654.1,7.793,3.0,3.0,21.0,49.2,0.6446,2.0,0.0,6.22,101.5,0.0812,-42.9,87.9,0.3842,Medium,0
LNP_17104,Hassett2019,FTT5,DOPE,PEG1000-DMG,siRNA,Huh7,28.93,48.76,20.31,2.0,743.2,6.471,0.0,4.0,24.0,80.85,0.6669,2.0,1.0,7.28,122.8,0.158,-11.4,83.9,0.3128,Low,0
LNP_17105,Patel2017,DODMA,DPPC,PEG2000-DSPE,mRNA,Huh7,43.42,45.94,7.85,2.79,700.0,6.744,0.0,5.0,13.0,17.36,0.6538,2.0,0.0,5.36,88.7,0.2008,-4.4,73.2,0.2098,Low,0
LNP_17106,Billingsley2020,cKK-E12,DSPE,PEG2000-DMG,mRNA,HeLa,30.15,52.39,15.66,1.8,549.6,6.478,0.0,6.0,16.0,75.41,0.6545,2.0,0.0,7.41,128.2,0.1019,-21.1,74.8,0.7167,High,1
LNP_17107,Hajj2019,L319,DOPE,PEG2000-DSPE,ASO,PC3,28.93,47.75,22.08,1.25,610.5,8.362,1.0,8.0,18.0,40.88,0.6331,3.0,0.0,7.88,111.1,0.0752,4.6,77.6,0.4362,Medium,0
LNP_17108,Kauffman2015,cKK-E12,DSPE,PEG2000-DSPE,siRNA,Huh7,20.78,55.29,22.31,1.62,678.4,6.82,1.0,3.0,18.0,36.66,0.5877,3.0,2.0,5.6,124.8,0.1964,-1.0,79.0,0.6147,Medium,1
LNP_17109,Maier2013,A18-Iso5-2DC18,DOPE,PEG1000-DMG,mRNA,HeLa,53.29,25.76,18.36,2.58,788.0,9.018,2.0,9.0,13.0,47.58,0.5257,0.0,0.0,5.42,97.5,0.1718,0.9,78.8,0.095,Low,0
LNP_17110,Kauffman2015,cKK-E12,DOPE,PEG1000-DMG,siRNA,HeLa,12.19,56.96,29.17,1.69,573.9,7.001,4.0,7.0,6.0,35.65,0.5968,1.0,1.0,6.14,120.0,0.1592,-19.4,94.1,0.847,High,1
LNP_17111,Jayaraman2012,IM-23,DOPE,PEG2000-DSPE,pDNA,HeLa,36.4,39.44,21.93,2.23,601.0,9.366,1.0,3.0,6.0,55.32,0.5989,1.0,1.0,5.37,57.0,0.1182,7.7,96.1,0.4559,Medium,0
LNP_17112,Patel2017,DODAP,DSPE,PEG2000-DMG,siRNA,RAW264.7,28.7,48.38,20.83,2.09,784.5,8.102,2.0,2.0,8.0,45.13,0.6914,2.0,2.0,6.19,66.0,0.1006,-31.6,86.2,0.7905,High,1
LNP_17113,Dahlman2017,OF-02,DSPC,PEG1000-DMG,mRNA,Huh7,23.48,47.07,27.56,1.89,666.5,9.603,1.0,9.0,17.0,45.83,0.7061,0.0,1.0,5.81,72.9,0.1897,2.0,80.8,0.3816,Medium,0
LNP_17114,Jayaraman2012,SM-102,DSPC,PEG1000-DMG,mRNA,MCF7,25.85,52.37,20.09,1.69,634.5,6.002,1.0,9.0,18.0,77.96,0.5072,2.0,0.0,5.71,147.5,0.0698,18.5,63.3,0.4777,Medium,0
LNP_17115,Hassett2019,Lipid5,DSPE,PEG1000-DMG,siRNA,PC3,44.43,32.03,22.22,1.32,711.3,9.62,1.0,6.0,11.0,70.66,0.6085,3.0,2.0,6.3,111.8,0.1431,3.6,75.6,0.6405,Medium,1
LNP_17116,Patel2017,cKK-E12,DOPE,PEG1000-DMG,saRNA,HeLa,28.54,40.97,27.35,3.14,738.7,9.366,3.0,7.0,12.0,78.79,0.7004,1.0,1.0,6.3,68.0,0.1326,-15.1,83.4,0.8331,High,1
LNP_17117,Fenton2016,BAMEA-O16B,DSPC,PEG2000-DSPE,pDNA,PC3,52.12,28.44,17.44,2.0,759.4,11.985,2.0,5.0,13.0,40.21,0.4077,1.0,0.0,7.03,42.0,0.1441,5.8,71.5,0.1015,Low,0
LNP_17118,Hassett2019,DODMA,DSPE,PEG1000-DMG,siRNA,MCF7,55.59,29.07,14.65,0.7,921.9,8.253,0.0,5.0,21.0,47.1,0.5043,0.0,1.0,5.95,181.1,0.3098,-23.5,74.4,0.1718,Low,0
LNP_17119,Kulkarni2019,cKK-E12,DSPE,PEG2000-DSPE,siRNA,Huh7,34.51,44.07,17.18,4.24,644.1,7.512,0.0,4.0,12.0,61.95,0.4568,3.0,1.0,6.61,73.8,0.1179,-23.3,78.3,0.8327,High,1
LNP_17120,Semple2010,C12-200,DOPC,PEG1000-DMG,saRNA,HEK293,25.18,47.94,24.58,2.31,745.5,8.499,2.0,7.0,7.0,38.12,0.4142,3.0,1.0,6.02,130.7,0.1951,0.2,83.8,0.5595,Medium,1
LNP_17121,Maier2013,DOTAP,DSPE,PEG2000-DSG,saRNA,Jurkat,27.96,46.99,21.59,3.46,741.2,10.599,4.0,7.0,15.0,48.57,0.505,2.0,0.0,5.82,74.5,0.1849,-5.5,89.7,0.3848,Medium,0
LNP_17122,Kulkarni2019,DOTAP,DPPC,PEG2000-DSPE,siRNA,HEK293,25.97,53.48,19.56,0.99,596.3,6.989,3.0,8.0,13.0,88.05,0.6116,0.0,1.0,5.21,104.5,0.1501,33.3,89.6,0.6756,High,1
LNP_17123,Dahlman2017,A18-Iso5-2DC18,DSPE,PEG2000-DSG,siRNA,HeLa,50.37,30.19,17.77,1.68,690.8,6.371,0.0,6.0,23.0,40.08,0.4742,0.0,0.0,5.49,71.9,0.184,-13.8,95.5,0.2098,Low,0
LNP_17124,Patel2017,L319,DOPE,PEG1000-DMG,siRNA,MCF7,17.31,56.73,22.67,3.28,700.0,7.928,0.0,2.0,5.0,61.5,0.6114,0.0,2.0,6.8,72.1,0.1245,-21.3,81.6,0.1729,Low,0
LNP_17125,Hassett2019,DLin-MC3-DMA,DSPC,PEG2000-DSPE,siRNA,RAW264.7,31.15,49.23,17.61,2.01,560.9,8.163,3.0,3.0,23.0,36.85,0.5882,2.0,2.0,3.77,164.3,0.1235,-27.9,80.9,0.8716,High,1
LNP_17126,Hajj2019,ALC-0315,DSPE,PEG1000-DMG,siRNA,HEK293,29.33,53.41,16.09,1.17,585.5,10.752,2.0,4.0,5.0,55.0,0.6756,0.0,2.0,7.39,100.2,0.1042,-6.2,74.0,0.5128,Medium,1
LNP_17127,Maier2013,Lipid5,DSPC,PEG2000-DSG,pDNA,RAW264.7,25.09,48.64,24.42,1.86,551.8,8.663,1.0,7.0,24.0,48.33,0.3325,1.0,1.0,5.78,85.3,0.1719,32.8,85.6,0.3819,Medium,0
LNP_17128,Hajj2019,FTT5,DOPE,PEG2000-DMG,mRNA,A549,22.19,52.01,23.84,1.97,623.6,7.075,4.0,6.0,5.0,43.61,0.5505,2.0,2.0,7.72,50.8,0.0613,-11.3,94.3,0.7781,High,1
LNP_17129,Patel2017,Lipid5,DSPC,PEG2000-DSG,pDNA,A549,38.21,41.63,18.39,1.77,707.7,10.765,0.0,6.0,20.0,20.54,0.4252,0.0,2.0,7.48,86.8,0.2023,20.3,90.5,0.2818,Low,0
LNP_17130,Hassett2019,OF-02,DOPC,PEG2000-DMG,mRNA,RAW264.7,26.84,53.41,18.0,1.75,600.4,5.686,2.0,4.0,17.0,49.34,0.6086,3.0,2.0,5.99,128.7,0.2566,-24.1,84.3,0.046,Low,0
LNP_17131,Hassett2019,DODMA,DSPE,PEG1000-DMG,siRNA,A549,31.82,51.46,15.3,1.42,694.2,10.7,4.0,4.0,6.0,16.56,0.6511,3.0,2.0,5.22,96.9,0.2196,-23.8,87.4,0.8832,High,1
LNP_17132,Kauffman2015,C12-200,DOPC,PEG2000-DSPE,pDNA,HEK293,41.74,35.61,20.38,2.27,593.9,13.065,3.0,7.0,18.0,67.08,0.4112,0.0,1.0,7.53,84.8,0.0656,-5.0,75.5,0.4539,Medium,0
LNP_17133,Kauffman2015,IM-23,DPPC,PEG2000-DSPE,mRNA,HeLa,37.6,41.22,20.01,1.17,731.7,10.553,4.0,6.0,24.0,49.15,0.5683,1.0,1.0,6.34,79.6,0.2422,-4.1,84.0,0.4485,Medium,0
LNP_17134,Miao2020,DLin-MC3-DMA,DOPC,PEG2000-DSPE,siRNA,HEK293,12.0,63.45,21.28,3.27,694.9,10.032,4.0,5.0,6.0,36.92,0.373,1.0,1.0,7.03,77.8,0.2013,21.0,75.2,0.1166,Low,0
LNP_17135,Akinc2008,L319,DSPE,PEG2000-DMG,siRNA,MCF7,30.33,50.35,17.71,1.61,803.4,11.801,4.0,3.0,9.0,44.26,0.6954,2.0,2.0,5.32,52.7,0.1979,-11.8,87.5,0.8488,High,1
LNP_17136,Akinc2008,DODAP,DPPC,PEG2000-DSG,siRNA,Jurkat,7.21,64.79,24.82,3.18,696.3,8.036,2.0,4.0,8.0,46.32,0.4213,0.0,0.0,8.0,146.3,0.2246,-25.2,96.0,0.2528,Low,0
LNP_17137,Akinc2008,DODAP,DSPE,PEG1000-DMG,siRNA,HeLa,39.07,48.41,11.2,1.31,501.0,9.55,4.0,9.0,17.0,62.04,0.5543,3.0,2.0,6.3,59.2,0.1217,-20.5,67.2,0.4761,Medium,0
LNP_17138,Miao2020,C12-200,DOPC,PEG2000-DSG,pDNA,A549,22.37,63.54,13.17,0.92,658.0,3.713,3.0,9.0,20.0,62.71,0.4717,3.0,2.0,6.65,76.2,0.1646,10.9,54.1,0.0244,Low,0
LNP_17139,Kulkarni2019,L319,DSPE,PEG1000-DMG,siRNA,HeLa,18.68,63.79,15.71,1.81,723.4,6.066,4.0,7.0,13.0,61.92,0.5523,2.0,0.0,6.93,66.8,0.3144,-9.1,91.2,0.2239,Low,0
LNP_17140,Lokugamage2019,DLin-MC3-DMA,DOPC,PEG1000-DMG,mRNA,RAW264.7,15.95,62.67,19.75,1.63,724.9,4.743,1.0,4.0,22.0,48.49,0.4014,3.0,1.0,6.3,34.1,0.087,-21.2,71.3,0.765,High,1
LNP_17141,Patel2017,cKK-E12,DOPE,PEG1000-DMG,pDNA,Jurkat,17.81,57.14,22.31,2.73,598.8,8.768,3.0,7.0,5.0,60.41,0.5885,1.0,0.0,5.71,100.5,0.1589,-29.5,47.0,0.0324,Low,0
LNP_17142,Dahlman2017,DODMA,DOPE,PEG1000-DMG,mRNA,Huh7,24.89,47.32,26.28,1.51,697.6,11.66,3.0,9.0,17.0,82.55,0.5666,1.0,0.0,7.21,89.0,0.1495,-8.3,82.7,0.9806,High,1
LNP_17143,Kulkarni2019,IM-23,DOPE,PEG2000-DMG,mRNA,RAW264.7,46.42,39.54,12.93,1.11,801.7,5.196,3.0,2.0,10.0,65.64,0.5333,3.0,0.0,5.18,63.5,0.1432,1.7,83.6,0.0899,Low,0
LNP_17144,Lokugamage2019,C12-200,DSPC,PEG2000-DSG,mRNA,Huh7,50.53,32.68,15.3,1.5,746.6,8.294,4.0,2.0,10.0,29.01,0.5018,3.0,2.0,6.59,78.0,0.1535,-29.8,80.0,0.683,High,1
LNP_17145,Dahlman2017,Lipid5,DSPE,PEG1000-DMG,siRNA,PC3,53.93,27.76,16.93,1.38,600.3,8.542,1.0,2.0,14.0,69.46,0.4107,1.0,0.0,5.7,244.2,0.0846,-18.5,92.6,0.139,Low,0
LNP_17146,Patel2017,DLin-MC3-DMA,DOPC,PEG2000-DSG,siRNA,Jurkat,47.03,34.26,17.38,1.34,818.6,8.58,3.0,7.0,18.0,41.94,0.6028,0.0,0.0,6.78,85.5,0.1295,-11.5,59.9,0.6272,Medium,1
LNP_17147,Billingsley2020,L319,DSPE,PEG1000-DMG,siRNA,Huh7,27.22,54.15,16.72,1.92,566.8,5.362,1.0,7.0,22.0,73.27,0.6664,0.0,0.0,6.77,59.8,0.109,8.6,94.7,0.3031,Low,0
LNP_17148,Lokugamage2019,BAMEA-O16B,DSPE,PEG2000-DSG,pDNA,HeLa,31.25,51.04,16.84,0.86,693.7,7.667,0.0,5.0,14.0,94.5,0.5947,0.0,0.0,5.31,84.5,0.0959,-14.2,85.7,0.7243,High,1
LNP_17149,Fenton2016,DODMA,DOPE,PEG2000-DMG,pDNA,Jurkat,26.42,41.84,28.85,2.89,781.9,7.421,3.0,4.0,17.0,43.6,0.3243,1.0,2.0,7.3,111.7,0.0744,-9.9,80.8,0.5074,Medium,1
LNP_17150,Kulkarni2019,C12-200,DOPC,PEG1000-DMG,siRNA,PC3,30.48,46.44,21.5,1.57,779.4,8.791,2.0,6.0,19.0,37.71,0.6576,0.0,1.0,6.89,55.0,0.1135,-20.6,63.5,0.6559,Medium,1
LNP_17151,Billingsley2020,FTT5,DOPC,PEG2000-DSPE,mRNA,RAW264.7,47.51,32.16,17.7,2.63,618.2,8.539,4.0,3.0,7.0,81.1,0.6899,2.0,1.0,6.93,82.6,0.0882,8.4,61.7,0.3013,Low,0
LNP_17152,Dahlman2017,BAMEA-O16B,DPPC,PEG1000-DMG,siRNA,Jurkat,52.18,29.36,16.54,1.92,779.9,11.944,3.0,4.0,22.0,66.46,0.4768,1.0,0.0,5.71,59.0,0.1023,-12.5,80.8,0.3422,Medium,0
LNP_17153,Jayaraman2012,DLin-MC3-DMA,DSPC,PEG2000-DMG,ASO,A549,5.79,62.02,30.42,1.77,571.2,5.426,4.0,2.0,22.0,78.66,0.5948,1.0,2.0,6.67,61.0,0.0566,-20.2,76.3,0.6008,Medium,1
LNP_17154,Miao2020,DOTAP,DOPC,PEG1000-DMG,siRNA,RAW264.7,33.89,43.66,20.23,2.22,818.0,8.643,3.0,5.0,21.0,72.37,0.5888,0.0,1.0,6.65,98.0,0.1925,-10.0,74.1,0.7153,High,1
LNP_17155,Hassett2019,cKK-E12,DPPC,PEG2000-DMG,pDNA,Jurkat,26.21,40.73,30.0,3.07,694.6,8.181,0.0,5.0,12.0,72.93,0.5216,3.0,0.0,7.2,112.8,0.2425,-24.1,91.6,0.8635,High,1
LNP_17156,Sabnis2018,ALC-0315,DPPC,PEG1000-DMG,saRNA,HeLa,29.26,39.41,28.24,3.09,503.0,6.818,4.0,4.0,16.0,72.02,0.5842,1.0,1.0,6.37,113.7,0.1374,0.7,87.4,0.3907,Medium,0
LNP_17157,Miao2020,L319,DPPC,PEG2000-DMG,mRNA,HEK293,44.67,31.88,19.41,4.04,666.4,9.263,0.0,4.0,9.0,74.91,0.6459,2.0,1.0,6.8,72.7,0.1712,7.8,94.4,0.4063,Medium,0
LNP_17158,Hajj2019,DOTAP,DSPC,PEG2000-DSG,siRNA,A549,31.83,51.84,13.49,2.83,711.1,8.23,2.0,2.0,16.0,73.76,0.5147,0.0,0.0,6.04,96.6,0.1875,1.2,84.2,0.32,Low,0
LNP_17159,Jayaraman2012,cKK-E12,DOPE,PEG2000-DSG,siRNA,Huh7,35.59,45.66,14.96,3.79,722.7,6.521,0.0,5.0,23.0,73.18,0.5372,1.0,2.0,6.69,94.1,0.1635,-16.7,81.1,0.2564,Low,0
LNP_17160,Hassett2019,Lipid5,DPPC,PEG2000-DSPE,saRNA,PC3,31.29,47.69,17.91,3.11,669.9,6.28,0.0,5.0,9.0,41.26,0.473,2.0,2.0,6.55,243.4,0.1106,3.8,85.3,0.2062,Low,0
LNP_17161,Kauffman2015,C12-200,DPPC,PEG1000-DMG,mRNA,HeLa,23.43,44.25,30.88,1.44,776.8,12.632,2.0,4.0,14.0,38.52,0.4867,3.0,0.0,7.48,83.9,0.1963,24.6,96.5,0.3199,Low,0
LNP_17162,Kulkarni2019,C12-200,DOPE,PEG2000-DSG,saRNA,PC3,40.61,45.12,13.48,0.79,587.7,12.827,4.0,5.0,23.0,46.49,0.5635,2.0,1.0,6.81,201.2,0.1286,-9.0,81.0,0.8671,High,1
LNP_17163,Jayaraman2012,Lipid5,DOPE,PEG2000-DSG,siRNA,RAW264.7,46.44,36.01,16.22,1.33,614.8,7.529,2.0,3.0,23.0,48.59,0.4835,3.0,0.0,4.84,150.6,0.1213,-12.3,74.2,0.1333,Low,0
LNP_17164,Sabnis2018,ALC-0315,DOPE,PEG2000-DSPE,siRNA,Jurkat,9.73,61.01,24.32,4.94,739.4,6.724,4.0,9.0,13.0,58.87,0.6222,0.0,2.0,7.25,145.3,0.1057,-26.7,76.1,0.3871,Medium,0
LNP_17165,Semple2010,SM-102,DSPC,PEG1000-DMG,mRNA,MCF7,20.66,67.6,9.88,1.86,591.9,10.485,1.0,8.0,15.0,35.63,0.4787,2.0,1.0,4.78,175.0,0.2552,24.1,83.7,0.1162,Low,0
LNP_17166,Fenton2016,L319,DSPC,PEG2000-DSPE,siRNA,PC3,28.46,52.05,18.1,1.39,783.7,8.243,1.0,5.0,6.0,86.76,0.4464,3.0,1.0,5.35,153.4,0.1659,17.5,66.8,0.162,Low,0
LNP_17167,Dahlman2017,A18-Iso5-2DC18,DOPC,PEG1000-DMG,pDNA,RAW264.7,37.21,42.1,19.62,1.08,609.7,8.01,0.0,4.0,10.0,63.14,0.3646,1.0,0.0,7.13,135.9,0.0606,6.6,93.0,0.6974,High,1
LNP_17168,Kauffman2015,cKK-E12,DSPE,PEG2000-DMG,siRNA,HEK293,30.53,50.94,16.4,2.12,493.4,8.055,0.0,4.0,7.0,95.19,0.4661,3.0,1.0,7.38,200.4,0.1392,16.4,80.3,0.4601,Medium,0
LNP_17169,Billingsley2020,cKK-E12,DOPE,PEG2000-DSG,pDNA,Huh7,48.53,26.64,23.62,1.21,631.6,7.655,0.0,4.0,19.0,70.97,0.5534,3.0,1.0,7.66,47.7,0.1875,-25.2,80.0,0.6795,High,1
LNP_17170,Fenton2016,A18-Iso5-2DC18,DPPC,PEG1000-DMG,mRNA,RAW264.7,9.98,59.81,27.0,3.21,667.1,9.159,1.0,3.0,5.0,61.98,0.4266,0.0,2.0,6.78,145.7,0.2095,4.5,72.7,0.2272,Low,0
LNP_17171,Kauffman2015,BAMEA-O16B,DPPC,PEG2000-DSPE,mRNA,MCF7,20.41,49.03,26.95,3.61,525.0,7.809,3.0,4.0,19.0,70.83,0.6629,1.0,2.0,5.91,66.7,0.0979,-8.8,81.2,0.8503,High,1
LNP_17172,Billingsley2020,DLin-MC3-DMA,DPPC,PEG2000-DSPE,pDNA,Huh7,4.8,64.25,28.94,2.01,733.8,9.156,1.0,6.0,11.0,63.15,0.5756,3.0,2.0,5.6,100.4,0.1112,-18.7,76.1,0.4014,Medium,0
LNP_17173,Kauffman2015,BAMEA-O16B,DOPE,PEG2000-DSPE,mRNA,Huh7,42.09,35.93,17.94,4.03,672.0,8.766,4.0,6.0,14.0,34.9,0.544,3.0,1.0,5.91,214.9,0.2644,-7.5,72.7,0.2316,Low,0
LNP_17174,Fenton2016,SM-102,DSPE,PEG2000-DSPE,mRNA,A549,40.92,39.48,16.82,2.78,751.2,8.17,3.0,6.0,22.0,90.51,0.579,0.0,0.0,5.79,121.8,0.2982,11.6,95.7,0.5319,Medium,1
LNP_17175,Lokugamage2019,IM-23,DPPC,PEG2000-DMG,pDNA,A549,21.13,56.69,20.15,2.03,848.7,9.939,4.0,2.0,21.0,56.11,0.5334,2.0,0.0,5.95,81.7,0.1934,-21.6,90.1,0.2657,Low,0
LNP_17176,Hajj2019,Lipid5,DPPC,PEG1000-DMG,mRNA,A549,24.75,51.35,22.16,1.74,850.5,10.249,4.0,9.0,13.0,73.62,0.4039,0.0,0.0,7.35,169.5,0.1153,-7.8,72.0,0.1818,Low,0
LNP_17177,Sabnis2018,IM-23,DOPE,PEG2000-DMG,mRNA,Jurkat,18.26,56.14,24.82,0.78,720.3,8.771,2.0,3.0,13.0,53.8,0.4648,3.0,2.0,5.83,200.4,0.2101,11.6,86.1,0.7294,High,1
LNP_17178,Semple2010,L319,DSPC,PEG1000-DMG,mRNA,HEK293,49.08,31.09,18.28,1.55,597.2,8.606,3.0,7.0,5.0,56.84,0.5375,1.0,2.0,7.79,55.1,0.1965,-2.8,83.1,0.2672,Low,0
