record_id,source,cell_line,IL_mol_pct,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,Frac_sp3C,MW,LogP,pKa,HBD,HBA,RotBonds,TPSA,Size_nm,PDI,Zeta_mV,EE_pct,NP_ratio,efficacy
LNP_17788,Miao2020,PC3,45.6,39.05,12.97,2.38,0.4581,808.59,9.302,7.622,3,3,18,62.66,62.0,0.1128,-5.03,90.71,5.18,Medium
LNP_17789,Patel2020,PC3,47.04,40.48,10.07,2.4,0.5745,673.16,6.809,5.881,0,2,18,52.83,122.6,0.2035,0.52,84.85,5.3,Low
LNP_17790,Hajj2019,HeLa,52.16,34.18,12.84,0.82,0.5649,603.39,7.801,5.73,1,6,16,61.66,104.0,0.1216,16.23,95.31,4.18,Medium
LNP_17791,Hajj2019,HeLa,53.38,36.41,8.36,1.85,0.691,654.7,8.503,7.489,3,9,11,47.9,205.0,0.1482,5.41,98.95,13.84,Low
LNP_17792,Fenton2016,Jurkat,52.91,37.45,6.15,3.5,0.4379,565.85,7.799,6.235,0,5,7,41.88,100.6,0.1298,6.59,95.42,15.86,Low
LNP_17793,Hajj2019,HEK293,47.03,37.37,13.22,2.39,0.6251,586.2,9.79,6.978,3,8,10,54.17,121.5,0.0755,10.65,90.29,15.24,High
LNP_17794,Miao2020,PC3,47.33,42.37,8.11,2.19,0.4645,758.61,7.937,6.826,2,3,13,65.24,86.3,0.0593,-2.53,92.24,14.91,Medium
LNP_17795,Miao2020,Jurkat,44.11,39.37,14.91,1.61,0.483,523.05,8.004,6.638,4,3,12,85.8,130.0,0.1711,4.11,87.91,12.85,High
LNP_17796,Dahlman2017,Jurkat,51.83,32.09,14.61,1.47,0.4898,719.76,12.09,6.937,1,4,12,34.42,109.2,0.0982,15.13,95.35,16.2,Medium
LNP_17797,Sabnis2018,RAW264.7,49.54,36.47,11.84,2.15,0.3763,440.15,6.273,7.551,3,2,5,70.83,67.4,0.0579,0.93,91.75,17.13,Medium
LNP_17798,Hajj2019,HepG2,47.91,36.88,11.67,3.54,0.5519,712.46,8.756,6.048,0,8,5,40.44,147.9,0.1318,-3.78,89.86,6.44,Low
LNP_17799,Miao2020,MCF-7,46.14,38.27,13.63,1.96,0.6683,560.65,8.484,7.031,3,2,11,70.5,116.1,0.0612,3.08,96.59,19.17,High
LNP_17800,Billingsley2020,MCF-7,52.84,37.65,7.95,1.56,0.5129,621.21,8.63,7.122,0,5,19,92.44,77.7,0.1366,2.58,90.66,3.08,High
LNP_17801,Dahlman2017,RAW264.7,43.09,40.54,15.24,1.12,0.6818,903.59,7.058,6.425,4,7,14,84.96,73.9,0.119,-4.91,89.8,14.96,High
LNP_17802,Hajj2019,HEK293,45.6,41.44,9.06,3.91,0.5006,585.23,9.687,6.195,4,7,17,68.18,69.9,0.0955,8.94,87.24,14.2,Low
LNP_17803,Miao2020,Jurkat,43.42,39.28,15.77,1.52,0.6968,629.76,13.22,5.732,3,8,8,55.05,102.5,0.1214,8.24,83.95,15.38,High
LNP_17804,Dahlman2017,Jurkat,47.39,38.5,13.05,1.06,0.6957,537.99,7.192,7.576,4,8,5,73.18,73.9,0.1321,-0.73,88.78,4.29,Medium
LNP_17805,Miao2020,Jurkat,46.59,43.37,7.89,2.14,0.6862,731.91,7.788,6.872,1,2,6,57.1,145.2,0.2108,-2.95,95.82,16.26,Medium
LNP_17806,Hajj2019,MCF-7,46.66,37.17,14.61,1.56,0.6308,518.29,6.998,5.226,4,9,14,82.06,111.4,0.0732,2.33,91.32,16.34,High
LNP_17807,Fenton2016,HeLa,46.62,35.67,16.9,0.8,0.7346,837.92,6.741,7.254,1,2,13,70.71,188.7,0.1039,4.29,94.26,4.54,High
LNP_17808,Hajj2019,MCF-7,48.07,37.9,11.66,2.37,0.5354,757.76,9.943,7.304,1,8,5,64.13,89.2,0.076,4.69,91.76,3.15,High
LNP_17809,Kulkarni2019,MCF-7,47.55,42.46,9.05,0.93,0.731,587.03,4.833,7.53,3,2,15,62.8,82.9,0.0974,2.92,95.46,3.89,Low
LNP_17810,Hajj2019,Jurkat,50.74,37.49,8.4,3.37,0.6212,606.64,10.38,6.132,4,5,16,62.44,127.0,0.1392,-9.17,95.92,15.48,Low
LNP_17811,Hajj2019,HEK293,50.72,35.95,11.18,2.15,0.4892,608.27,8.28,6.137,2,8,17,72.9,87.8,0.1622,6.48,85.64,11.29,Medium
LNP_17812,Patel2020,Jurkat,42.17,38.91,18.12,0.8,0.703,718.39,3.036,7.266,0,9,7,65.2,156.7,0.1066,17.22,95.78,17.87,Medium
LNP_17813,Billingsley2020,HepG2,48.29,35.58,14.72,1.41,0.5401,742.56,8.572,6.549,4,4,8,58.77,49.9,0.1252,11.4,90.71,13.74,Medium
LNP_17814,Dahlman2017,HeLa,41.17,44.72,11.43,2.67,0.7199,477.59,10.579,5.801,4,6,12,43.98,104.6,0.1482,4.81,91.21,12.75,Low
LNP_17815,Miao2020,HeLa,50.14,34.5,14.46,0.9,0.648,733.44,10.15,5.211,4,2,8,53.42,124.5,0.0626,6.84,97.2,19.03,Medium
LNP_17816,Hajj2019,MCF-7,48.12,42.06,6.94,2.88,0.6417,523.09,10.502,6.295,4,5,6,82.77,105.9,0.0939,-11.77,92.83,6.24,Low
LNP_17817,Oberli2017,HepG2,53.91,38.88,6.29,0.92,0.6854,563.55,5.522,5.89,1,6,7,67.07,91.2,0.0609,-3.75,94.33,7.3,Low
LNP_17818,Patel2020,RAW264.7,48.72,34.77,13.3,3.21,0.7396,693.1,6.218,6.318,0,2,5,57.54,59.8,0.0668,-8.72,90.44,14.74,High
LNP_17819,Sabnis2018,A549,41.39,42.12,15.06,1.43,0.563,484.34,7.661,6.062,0,5,7,73.0,86.0,0.1351,16.1,96.03,12.21,High
LNP_17820,Sabnis2018,HEK293,48.74,37.69,12.35,1.22,0.4909,573.76,5.586,7.02,4,9,15,37.52,111.8,0.1011,-0.93,85.46,4.19,High
LNP_17821,Dahlman2017,HepG2,46.84,40.33,11.25,1.57,0.6966,804.73,9.391,4.825,3,8,6,63.44,138.4,0.1967,8.16,96.52,15.05,Low
LNP_17822,Sabnis2018,HepG2,51.1,32.18,15.57,1.15,0.5329,896.96,8.361,6.957,1,6,7,83.38,70.3,0.0888,-1.78,90.75,12.63,Medium
LNP_17823,Dahlman2017,A549,52.17,38.13,8.2,1.5,0.6167,761.54,5.364,6.539,2,4,5,51.19,85.6,0.1622,-5.22,94.08,11.07,High
LNP_17824,Kauffman2015,PC3,43.59,38.59,16.2,1.62,0.6607,596.63,8.944,5.742,3,6,11,34.41,77.1,0.1259,4.76,91.38,9.85,High
LNP_17825,Dahlman2017,HEK293,48.07,38.11,11.83,1.99,0.5477,728.09,6.857,7.932,4,6,7,69.75,56.6,0.1913,-4.61,91.68,16.08,Low
LNP_17826,Fenton2016,HEK293,47.58,38.98,11.72,1.71,0.6306,779.35,12.24,5.001,3,3,17,67.6,54.8,0.0769,12.42,94.85,4.27,Medium
LNP_17827,Patel2020,Jurkat,47.49,38.14,12.43,1.94,0.432,650.5,5.372,6.096,1,4,6,42.86,87.6,0.0573,8.61,88.14,16.77,High
LNP_17828,Dahlman2017,Jurkat,41.62,46.58,10.26,1.53,0.5013,648.56,8.682,7.075,4,9,7,17.32,95.9,0.2017,14.97,82.78,12.99,Low
LNP_17829,Oberli2017,HeLa,47.15,36.11,14.1,2.64,0.6351,781.95,8.308,6.928,2,4,12,78.1,72.4,0.1632,-0.36,86.76,14.81,High
LNP_17830,Dahlman2017,HeLa,49.55,37.32,10.85,2.29,0.6701,572.54,8.734,6.603,0,3,8,46.26,91.6,0.057,1.56,70.35,16.01,High
LNP_17831,Hajj2019,PC3,40.79,42.52,15.67,1.02,0.4819,631.51,6.832,6.463,1,5,7,39.0,126.6,0.153,-12.67,87.67,19.7,High
LNP_17832,Hajj2019,HEK293,42.07,45.18,11.8,0.96,0.5909,686.52,6.526,5.839,1,4,10,73.78,166.5,0.1651,0.76,85.97,7.37,Medium
LNP_17833,Sabnis2018,PC3,41.11,39.04,16.44,3.41,0.6456,668.36,6.886,5.234,3,5,14,45.03,49.1,0.055,-0.5,88.52,15.37,Medium
LNP_17834,Hajj2019,MCF-7,46.54,42.51,9.65,1.3,0.6421,683.01,8.314,4.99,1,9,9,58.92,151.5,0.1342,-4.35,92.67,6.38,Low
LNP_17835,Miao2020,A549,46.69,38.71,13.37,1.23,0.6702,571.67,11.961,6.324,3,8,15,6.0,72.4,0.178,11.64,88.79,15.57,Medium
LNP_17836,Dahlman2017,A549,48.73,38.72,11.73,0.82,0.6855,842.24,5.859,6.545,1,9,6,28.16,133.7,0.1399,0.25,82.16,3.18,High
LNP_17837,Sabnis2018,HEK293,48.96,37.96,12.18,0.9,0.6499,576.97,8.911,6.809,3,8,6,82.85,59.8,0.1214,17.5,91.18,9.38,High
LNP_17838,Kulkarni2019,HeLa,47.78,31.15,17.77,3.29,0.5583,709.12,7.885,7.749,2,3,7,61.93,90.1,0.061,10.43,97.91,13.57,Low
LNP_17839,Patel2020,RAW264.7,47.27,39.69,11.41,1.63,0.4967,649.87,7.051,6.174,3,4,11,35.15,205.3,0.1523,-1.13,95.26,5.89,Medium
LNP_17840,Kauffman2015,HEK293,49.13,36.24,13.34,1.28,0.4677,609.6,8.671,5.761,3,5,19,45.96,122.6,0.1028,0.99,86.75,3.64,Medium
LNP_17841,Kulkarni2019,PC3,42.41,41.02,15.35,1.22,0.5312,485.86,8.704,6.528,2,7,11,56.67,127.1,0.1206,5.35,96.2,14.4,High
LNP_17842,Fenton2016,RAW264.7,40.96,41.23,16.11,1.7,0.6902,685.52,9.123,6.429,1,9,6,82.67,49.2,0.0792,0.4,96.51,7.49,High
LNP_17843,Fenton2016,PC3,39.95,46.85,11.63,1.57,0.4823,428.31,6.164,6.102,3,7,7,61.11,58.0,0.1212,-3.01,94.61,5.23,Low
LNP_17844,Patel2020,Jurkat,43.93,36.18,18.67,1.22,0.4394,673.38,11.276,5.745,1,5,5,43.34,83.8,0.0874,-0.78,98.5,17.58,High
LNP_17845,Kulkarni2019,A549,46.87,40.2,10.94,1.98,0.6034,571.78,12.117,7.287,1,4,11,44.75,92.0,0.1717,0.46,87.25,1.65,High
LNP_17846,Oberli2017,RAW264.7,40.68,42.16,16.37,0.79,0.5933,743.55,9.255,7.033,0,7,11,72.17,118.5,0.1337,11.82,96.42,8.43,Medium
LNP_17847,Fenton2016,A549,51.17,38.4,7.27,3.17,0.5763,625.84,8.458,4.691,2,4,14,53.46,116.2,0.0995,2.67,94.75,9.81,Low
LNP_17848,Patel2020,HeLa,44.57,41.94,10.94,2.55,0.4808,856.67,11.288,7.092,4,8,11,95.39,89.6,0.1244,9.38,87.66,18.71,Low
LNP_17849,Kulkarni2019,MCF-7,44.82,40.7,13.64,0.85,0.6483,635.8,6.197,6.871,1,7,11,84.13,47.2,0.1025,7.69,97.69,19.3,Medium
LNP_17850,Miao2020,HeLa,48.73,39.06,9.93,2.28,0.7405,762.69,6.637,7.492,1,3,15,65.53,67.2,0.1664,15.14,84.29,1.17,Medium
LNP_17851,Kulkarni2019,Jurkat,43.66,46.62,7.63,2.1,0.5488,617.27,7.439,5.774,2,3,19,34.23,66.3,0.1001,-6.07,97.33,4.19,Low
LNP_17852,Hajj2019,HepG2,48.58,38.04,12.83,0.55,0.5036,816.94,11.477,6.437,2,7,6,75.81,74.0,0.1375,12.43,97.22,16.52,Medium
LNP_17853,Kulkarni2019,PC3,46.59,32.78,17.92,2.71,0.6149,572.27,5.29,5.193,2,8,14,74.79,94.4,0.1347,-10.92,94.18,14.88,Low
LNP_17854,Sabnis2018,Jurkat,42.74,38.95,16.54,1.77,0.6457,658.2,11.647,5.203,4,8,7,30.93,115.5,0.1204,-14.44,95.06,1.94,High
LNP_17855,Billingsley2020,Jurkat,43.16,39.35,16.19,1.3,0.6156,553.75,4.959,6.508,1,3,12,48.42,135.6,0.0844,2.28,92.97,19.68,High
LNP_17856,Dahlman2017,HeLa,43.84,41.82,11.71,2.63,0.4345,511.33,11.479,6.845,4,6,19,64.97,111.3,0.2547,-3.34,93.28,17.0,Medium
LNP_17857,Patel2020,RAW264.7,42.23,40.95,14.87,1.95,0.3733,509.41,6.221,8.176,0,6,10,53.95,109.1,0.1022,-13.22,90.44,3.42,Low
LNP_17858,Patel2020,MCF-7,50.35,41.62,7.04,0.99,0.6485,556.19,10.97,7.268,0,6,10,40.95,100.7,0.1151,10.07,95.73,13.44,Medium
LNP_17859,Kulkarni2019,RAW264.7,47.12,41.99,8.93,1.96,0.5353,574.71,8.911,6.149,0,4,19,77.28,109.3,0.1303,5.11,87.85,1.15,Medium
LNP_17860,Kulkarni2019,PC3,45.04,40.56,12.16,2.24,0.5044,558.15,8.065,7.606,4,6,7,53.02,113.9,0.1339,5.4,86.11,14.71,Medium
LNP_17861,Miao2020,PC3,42.98,42.75,13.63,0.64,0.6019,923.35,9.235,6.276,0,7,16,34.13,95.2,0.1415,-10.34,97.63,13.91,Medium
LNP_17862,Kauffman2015,Jurkat,51.91,31.15,14.99,1.95,0.5681,539.07,8.476,6.788,1,7,15,53.51,76.1,0.0961,12.08,96.06,12.78,Low
LNP_17863,Kulkarni2019,RAW264.7,43.47,37.74,16.95,1.85,0.7431,548.99,5.342,6.56,1,8,10,34.69,92.1,0.1787,-9.61,95.97,4.27,High
LNP_17864,Billingsley2020,A549,42.53,39.64,17.07,0.76,0.6988,777.14,9.179,5.978,1,5,19,83.79,97.7,0.091,4.11,91.82,9.38,Medium
LNP_17865,Fenton2016,HEK293,46.4,40.56,12.41,0.63,0.6112,669.42,8.42,5.859,1,4,16,57.74,73.6,0.2052,0.18,93.35,11.75,Low
LNP_17866,Hajj2019,PC3,47.57,37.39,13.54,1.5,0.5062,587.92,5.792,5.722,0,2,12,63.15,141.0,0.178,1.0,88.63,14.73,Medium
LNP_17867,Billingsley2020,RAW264.7,47.26,39.72,10.76,2.25,0.4604,920.54,10.005,4.539,3,2,11,86.06,69.2,0.1635,-1.87,90.07,5.37,Low
LNP_17868,Kulkarni2019,PC3,47.14,38.36,13.05,1.46,0.5644,672.62,6.856,6.31,1,8,19,63.87,58.4,0.092,-0.18,93.23,7.25,High
LNP_17869,Miao2020,Jurkat,43.97,40.97,13.87,1.19,0.3979,788.17,5.138,7.479,1,6,8,76.43,106.1,0.1246,-0.45,90.27,1.2,High
LNP_17870,Patel2020,HeLa,46.64,40.92,11.51,0.93,0.7334,482.2,8.783,5.84,2,6,18,56.65,100.1,0.1112,2.05,87.22,16.78,High
LNP_17871,Miao2020,MCF-7,49.35,39.53,10.12,1.0,0.6398,861.14,6.812,6.877,3,2,15,81.06,201.6,0.1746,2.55,98.59,12.84,High
LNP_17872,Patel2020,MCF-7,46.04,41.21,11.91,0.84,0.6097,905.02,9.883,5.055,1,9,5,87.45,84.3,0.1069,4.32,93.05,17.17,Low
LNP_17873,Dahlman2017,HepG2,43.94,42.35,12.77,0.94,0.5772,860.88,8.569,6.154,4,8,18,84.27,92.8,0.0888,7.1,92.11,17.2,High
LNP_17874,Miao2020,Jurkat,50.0,38.54,9.78,1.67,0.682,790.43,10.326,6.881,2,8,15,47.76,96.5,0.1494,15.65,93.11,6.61,Medium
LNP_17875,Patel2020,MCF-7,52.02,38.52,7.87,1.58,0.6791,649.91,7.607,5.319,1,2,16,69.66,109.1,0.0947,-4.18,97.61,19.62,Medium
LNP_17876,Oberli2017,MCF-7,47.34,36.1,14.98,1.58,0.6604,569.66,9.922,5.521,3,2,6,67.65,94.6,0.1441,3.99,88.32,7.82,High
LNP_17877,Billingsley2020,MCF-7,43.42,41.34,14.23,1.01,0.5455,713.53,8.154,6.635,3,7,5,72.68,71.6,0.1446,1.05,92.42,4.56,High
LNP_17878,Dahlman2017,PC3,46.64,42.5,8.7,2.16,0.5126,633.05,7.219,6.112,4,6,10,87.88,111.7,0.1094,3.61,84.8,13.55,Low
LNP_17879,Miao2020,PC3,44.42,35.67,18.89,1.02,0.4995,791.71,9.2,6.107,0,3,8,103.27,147.8,0.1425,1.22,89.62,10.77,Medium
LNP_17880,Patel2020,HeLa,45.13,41.21,10.73,2.93,0.5162,589.97,5.931,5.537,4,9,13,64.27,57.7,0.1604,9.58,96.51,8.96,Low
LNP_17881,Billingsley2020,PC3,46.01,37.93,14.41,1.65,0.6771,707.95,7.803,6.443,3,3,6,55.36,61.5,0.1379,4.34,94.45,6.11,High
LNP_17882,Hajj2019,A549,46.74,41.86,10.66,0.75,0.5518,553.45,9.47,6.721,4,8,13,47.27,70.7,0.0995,10.65,97.63,1.26,High
LNP_17883,Kulkarni2019,RAW264.7,49.06,38.86,10.09,1.99,0.5974,609.58,5.975,6.13,3,7,18,48.0,87.4,0.0831,5.32,92.92,18.27,Medium
LNP_17884,Kulkarni2019,PC3,44.37,40.2,14.41,1.02,0.5804,654.87,9.161,5.933,1,9,10,49.4,83.1,0.1611,-2.02,90.68,6.56,Medium
LNP_17885,Patel2020,RAW264.7,39.89,45.71,13.67,0.73,0.464,532.25,6.82,5.604,4,6,13,81.12,109.7,0.0931,3.54,88.56,3.95,Low
LNP_17886,Kulkarni2019,HEK293,44.0,40.71,13.73,1.55,0.5335,611.42,4.807,6.991,0,5,15,77.38,95.6,0.2357,-10.05,97.89,17.76,High
LNP_17887,Kauffman2015,PC3,47.72,33.87,15.55,2.86,0.5684,691.49,7.226,5.237,4,6,16,98.48,104.6,0.0811,15.2,90.9,2.18,Low
LNP_17888,Miao2020,HeLa,43.03,44.45,11.38,1.13,0.5894,766.74,7.108,6.142,4,4,12,48.15,102.0,0.0964,2.05,89.54,10.53,High
LNP_17889,Sabnis2018,HEK293,51.69,35.43,11.04,1.84,0.4248,617.63,11.802,6.414,1,8,7,59.42,120.9,0.1692,5.55,78.98,17.68,Medium
LNP_17890,Dahlman2017,HeLa,52.19,37.29,9.56,0.97,0.6715,592.86,7.141,5.0,0,7,8,41.81,98.6,0.2237,-5.15,97.54,15.4,Low
LNP_17891,Billingsley2020,HeLa,44.35,37.69,15.77,2.19,0.4174,780.74,5.27,7.375,3,4,6,64.95,77.6,0.1419,6.97,92.48,7.04,Medium
LNP_17892,Miao2020,HeLa,45.95,39.66,13.58,0.8,0.6012,506.85,11.034,6.947,1,4,17,49.46,58.1,0.1346,16.81,91.94,7.56,High
LNP_17893,Dahlman2017,Jurkat,46.43,35.17,17.33,1.07,0.571,554.0,6.349,5.56,2,4,12,62.1,122.5,0.0777,6.74,88.36,2.71,Medium
LNP_17894,Miao2020,HeLa,47.64,39.26,12.35,0.75,0.5494,544.42,8.481,6.395,1,7,17,73.65,92.0,0.0936,-0.37,92.87,4.48,High
LNP_17895,Billingsley2020,Jurkat,50.31,36.21,11.99,1.48,0.5725,949.61,9.317,6.959,0,6,5,66.47,70.4,0.0798,4.23,86.04,3.21,High
LNP_17896,Miao2020,Jurkat,40.02,43.26,15.68,1.04,0.625,686.62,7.718,6.571,0,3,8,37.44,99.4,0.1368,5.84,89.96,10.88,High
LNP_17897,Sabnis2018,HeLa,48.63,41.1,8.56,1.71,0.5039,680.46,7.225,6.601,4,3,18,61.41,80.5,0.0732,0.42,88.43,9.75,Medium
LNP_17898,Kulkarni2019,Jurkat,44.59,38.19,14.85,2.37,0.6825,670.43,5.294,6.836,2,7,12,90.78,200.9,0.1225,-3.66,93.97,7.16,High
LNP_17899,Oberli2017,HepG2,45.23,43.13,10.34,1.29,0.5254,580.86,6.563,6.538,2,8,16,80.25,59.0,0.0959,-10.95,93.38,5.65,High
LNP_17900,Billingsley2020,HepG2,40.9,42.5,14.02,2.58,0.454,748.79,3.424,5.694,4,4,13,51.36,90.9,0.1175,1.61,89.0,3.75,Low
LNP_17901,Dahlman2017,HepG2,47.07,39.57,12.07,1.29,0.6062,814.96,9.864,6.429,3,9,9,50.41,179.3,0.0981,6.3,97.97,17.88,High
LNP_17902,Dahlman2017,Jurkat,49.59,34.21,14.69,1.52,0.5647,662.55,8.124,6.69,1,2,7,77.81,84.1,0.0637,13.35,91.83,5.22,High
LNP_17903,Hajj2019,Jurkat,50.87,32.94,15.07,1.11,0.5747,727.66,11.874,6.337,0,4,15,22.02,97.4,0.2284,-7.08,80.23,14.7,Medium
LNP_17904,Sabnis2018,HeLa,46.71,36.84,15.63,0.83,0.7149,660.31,8.075,7.077,4,3,13,3.12,102.3,0.0595,16.52,94.02,16.74,High
LNP_17905,Kulkarni2019,HepG2,46.52,39.41,12.41,1.67,0.7354,857.06,7.962,5.361,0,8,14,61.04,128.7,0.0673,-15.03,97.59,14.65,High
LNP_17906,Kauffman2015,HeLa,45.29,35.98,18.02,0.71,0.6417,705.36,12.036,6.707,1,3,12,43.56,113.6,0.2008,8.59,94.11,1.7,High
LNP_17907,Sabnis2018,RAW264.7,37.08,48.17,12.01,2.74,0.7075,674.79,6.079,5.693,4,2,5,72.66,37.6,0.0938,7.93,88.36,10.03,Low
LNP_17908,Sabnis2018,A549,50.22,37.96,10.89,0.93,0.6819,917.47,6.025,5.774,0,9,15,58.9,118.5,0.1348,-0.46,93.76,3.62,Medium
LNP_17909,Dahlman2017,PC3,52.59,37.82,8.49,1.11,0.6657,750.52,10.327,7.11,1,5,11,38.0,91.2,0.163,10.61,85.38,9.83,Medium
LNP_17910,Dahlman2017,HepG2,47.76,39.91,10.21,2.12,0.504,681.91,8.406,6.696,4,5,11,40.36,131.1,0.0772,7.26,92.98,18.61,High
LNP_17911,Oberli2017,MCF-7,40.12,49.68,8.68,1.52,0.6136,560.23,9.519,7.741,4,8,12,54.78,132.0,0.1203,5.69,87.65,6.68,Low
LNP_17912,Hajj2019,MCF-7,51.01,37.39,8.26,3.34,0.6251,569.62,9.628,5.381,2,6,17,21.4,70.3,0.1465,3.88,96.83,11.74,Low
LNP_17913,Billingsley2020,Jurkat,43.78,40.54,13.31,2.37,0.7626,585.33,7.972,5.505,4,9,10,96.84,69.4,0.1224,10.97,98.46,18.23,Medium
LNP_17914,Patel2020,HepG2,48.77,32.01,18.29,0.92,0.5255,703.79,3.725,6.755,0,9,9,88.88,99.0,0.1506,1.06,97.84,1.79,Medium
LNP_17915,Fenton2016,HEK293,47.89,38.95,9.38,3.78,0.7597,670.66,8.931,5.835,0,4,14,67.21,107.3,0.1147,8.74,83.11,6.39,Low
LNP_17916,Hajj2019,MCF-7,51.97,36.1,10.42,1.51,0.5352,863.08,6.876,6.3,3,5,8,95.08,68.6,0.2051,10.5,88.05,2.89,Medium
LNP_17917,Dahlman2017,HeLa,46.75,36.83,14.44,1.98,0.6326,666.12,6.061,6.154,0,8,19,44.36,82.2,0.1449,5.48,95.07,18.79,High
LNP_17918,Billingsley2020,HepG2,46.08,37.68,14.85,1.39,0.6929,679.3,6.58,6.655,0,6,11,19.61,137.9,0.1149,-0.87,93.63,15.46,High
LNP_17919,Patel2020,Jurkat,46.91,42.13,10.02,0.94,0.7102,429.29,4.823,5.785,2,8,11,62.84,107.2,0.1098,19.02,91.33,10.78,Low
LNP_17920,Sabnis2018,HepG2,52.6,36.0,10.43,0.97,0.7504,615.66,5.246,6.235,2,2,6,64.66,162.6,0.128,6.99,95.19,5.68,Medium
LNP_17921,Patel2020,MCF-7,39.91,45.55,12.69,1.85,0.5197,732.89,7.901,7.586,3,3,16,41.88,104.5,0.1064,-1.85,97.75,6.88,Low
LNP_17922,Billingsley2020,MCF-7,40.06,44.17,15.15,0.63,0.6043,798.31,8.753,6.467,4,4,9,83.24,108.9,0.0636,-2.41,94.43,6.65,High
LNP_17923,Oberli2017,MCF-7,49.55,37.72,10.65,2.08,0.6262,681.64,9.2,6.724,4,6,10,55.57,119.7,0.1643,5.59,86.73,7.97,High
LNP_17924,Patel2020,HeLa,47.73,38.27,12.48,1.52,0.6467,707.41,10.027,6.897,0,9,14,43.93,115.4,0.1054,-3.6,76.37,17.58,High
LNP_17925,Hajj2019,PC3,45.98,43.0,10.09,0.93,0.6125,573.61,7.972,6.885,2,5,7,27.23,84.6,0.1772,3.01,89.71,3.48,Low
LNP_17926,Hajj2019,RAW264.7,42.87,41.71,14.14,1.28,0.5503,532.11,7.059,5.571,4,6,18,23.09,95.6,0.0703,-1.42,94.33,7.73,Medium
LNP_17927,Fenton2016,HEK293,48.14,38.14,12.87,0.84,0.5936,579.49,6.408,6.69,4,4,18,30.9,103.3,0.1578,2.54,96.74,13.75,High
LNP_17928,Hajj2019,Jurkat,50.46,37.02,11.28,1.24,0.5877,590.7,7.686,6.174,0,6,7,50.01,92.0,0.1224,-2.12,95.46,11.36,High
LNP_17929,Hajj2019,MCF-7,48.36,42.05,7.64,1.96,0.5498,850.17,7.795,5.661,1,8,5,30.94,84.6,0.1601,8.27,94.64,2.76,Low
LNP_17930,Sabnis2018,Jurkat,43.16,39.09,16.29,1.47,0.4665,574.74,9.475,7.967,1,3,13,69.91,64.5,0.1337,-7.05,95.84,6.18,Low
LNP_17931,Billingsley2020,HeLa,46.38,35.75,16.15,1.73,0.5382,800.25,8.841,6.403,2,3,15,96.96,82.2,0.1867,-12.22,84.46,8.76,Medium
LNP_17932,Hajj2019,A549,43.95,46.29,9.0,0.76,0.75,681.5,9.326,5.574,0,3,7,36.05,78.2,0.0707,5.26,98.69,5.2,Low
LNP_17933,Miao2020,HEK293,40.92,40.89,16.5,1.69,0.6912,484.28,6.183,5.764,1,8,10,45.85,101.7,0.1065,1.31,94.86,7.29,High
LNP_17934,Dahlman2017,HeLa,47.33,38.49,13.43,0.75,0.6874,804.85,7.01,6.117,2,8,14,31.8,106.7,0.0989,4.99,88.71,10.55,High
LNP_17935,Hajj2019,HeLa,45.83,39.58,11.99,2.6,0.7234,795.25,8.827,6.699,0,7,15,49.29,125.2,0.1401,8.13,86.41,13.73,High
LNP_17936,Hajj2019,RAW264.7,49.86,37.81,10.77,1.56,0.5512,726.79,8.281,6.638,1,3,11,34.06,100.3,0.163,-10.63,97.21,15.16,High
LNP_17937,Kulkarni2019,RAW264.7,41.07,44.38,12.13,2.42,0.5957,611.95,8.132,6.617,2,7,17,26.07,61.7,0.1065,0.5,96.33,2.49,High
LNP_17938,Dahlman2017,PC3,49.88,40.38,8.1,1.64,0.4231,663.78,7.376,7.269,0,2,18,6.56,152.6,0.0932,-3.84,88.9,3.35,Low
LNP_17939,Dahlman2017,RAW264.7,52.94,36.93,7.43,2.7,0.4946,615.73,7.062,7.045,4,9,12,41.78,102.5,0.1464,4.74,98.1,14.01,Low
LNP_17940,Kulkarni2019,Jurkat,47.04,41.2,9.84,1.92,0.6115,759.87,8.877,7.831,2,4,11,75.0,115.3,0.1705,-4.82,94.77,6.7,Low
LNP_17941,Dahlman2017,HeLa,45.79,36.78,16.04,1.39,0.6777,586.89,11.893,6.583,3,3,16,80.93,165.7,0.1707,2.51,96.23,11.63,High
LNP_17942,Dahlman2017,PC3,44.05,35.46,16.98,3.51,0.4575,751.36,2.95,6.654,2,9,11,68.69,96.3,0.1728,-6.98,89.8,4.11,Low
LNP_17943,Patel2020,A549,47.1,36.09,14.54,2.27,0.4618,680.23,8.622,7.658,3,2,7,59.84,83.9,0.1528,8.0,95.41,10.73,Low
LNP_17944,Dahlman2017,HeLa,43.28,39.08,15.84,1.81,0.4449,687.8,8.519,7.134,1,8,9,30.17,147.0,0.12,10.48,81.75,8.67,Medium
LNP_17945,Miao2020,PC3,52.72,36.26,9.69,1.34,0.5927,694.62,8.305,6.909,0,4,19,82.11,139.0,0.0625,9.51,92.65,9.2,Low
LNP_17946,Fenton2016,HeLa,50.08,41.51,7.47,0.95,0.5633,671.94,6.896,6.996,3,9,9,34.36,93.4,0.2627,2.65,91.76,2.55,Low
LNP_17947,Dahlman2017,HEK293,46.05,38.2,14.04,1.72,0.7285,691.21,9.322,6.706,4,3,16,35.1,88.7,0.0821,0.99,95.24,13.91,High
